AbrahamDLC;Sons of Abraham;Les Fils d'Abraham (Sons of Abraham);Sons of Abraham;;Hijos de Abraham;;;;;;;;;x
LANDING_DLC050_TEXT;Main Features: \n- A total of 10 Focuses \n- Gain immediate benefits from your chosen focus \n\nAdditional Features: \n- Hundreds of new events and 20 new images \n- Many new diplomatic interactions;Principales caractéristiques : \n- Dix intérêts \n- Obtenir les effets immédiats des intérêts choisis \n\nCaractéristiques additionnelles : \n- Des centaines de nouveaux événements et vingt nouvelles images \n- De nombreuses nouvelles interactions diplomatiques;Hauptinhalt: \n- Insgesamt 10 Charakterfoki \n- Profitiert sofort von Eurem gewählten Fokus \n\nZusätzliche Inhalte: \n- Hunderte neue Events und 20 neue Bilde \n- Neue diplomatische Aktionen;;Presenta: \n- Un total de 10 focos \n- Gana beneficios inmediatos con el foco elegido \n\nAdemás: \n- Cientos de nuevos eventos y 20 imágenes nuevas \n- Muchas interacciones diplomáticas nuevas;;;;;;;;;x
LANDING_DLC051_TEXT;Main Features: \n- Unique graphic units for characters of Iberian cultures \n\nEnhance your Crusader Kings II experience with the Iberian Unit Pack. This content pack adds seven new, unique unit models for Castillan, Catalan, Portuguese, Visigoth, and Italian rulers.;Principales caractéristiques : \n- Des graphiques d'unités pour les personnages des cultures ibériques \n\nAméliorez votre expérience CKII avec le pack d'unités ibériques. Il ajoute sept modèles d'unités uniques aux dirigeants castillans, catalans, portugais, wisigoths et italiens.;Hauptinhalt: \n- Einzigartiger Einheitengrafiken für Charaktere iberischer Kulturen \n\nErweitert Eure Crusader Kings II Erfahrung mit dem iberischen Einheitenpaket. Dieser Inhalt fügt kastillischen, catalanischen, portugiesischen, visigothischen und italienischen Herrschern sieben neue und einzigartige Einheitenmodelle hinzu. ;;Presenta: \n- Gráficos únicos de unidades para personajes de culturas ibéricas \n\nMejora la experiencia de Crusader Kings II con el pack de unidades ibéricas. Este pack de contenido añade siete nuevos modelos de unidades para gobernantes castellanos, catalanes, portugueses, visigodos e italianos.;;;;;;;;;x
LANDING_DLC052_TEXT;Main Features: \n- Unique face combinations for characters of Iberian cultures \n\nImmerse yourself further in your game by putting a unique face on your characters. Crusader Kings II: Iberian Portraits contains thousands of unique face combinations for male and female characters of the Castillan, Catalan, Portuguese, Visigoth and Italian cultures.;Principales caractéristiques : \n- Des visages uniques pour les cultures ibériques \n\nPlongez-vous davantage dans votre jeu en mettant un visage unique sur vos personnages. Les portraits ibériques ajoutent des milliers de combinaisons de visages uniques aux hommes et femmes castillans, catalans, portugais, wisigoths et italiens.;Hauptinhalt: \n- Einzigartiger Gesichterkombinationen für Charaktere iberischer Kulturen \n\nTaucht tiefer in das Spiel ein, indem Ihr Euren Charakteren einzigartige Gesichter verleiht. Crusader Kings II: Iberische Porträts enthält tausende verschiedene Gesichterkombinationen für männliche und weibliche Charaktere der kastillischen, catalanischen, portugiesischen, visigothischen und italienischen Kultur.;;Presenta: \n- Combinaciones únicas de rostros para personajes de culturas ibéricas \n\nSumérgete más a fondo en el juego dando un rostro único a tus personajes. Este pack contiene miles de combinaciones únicas de rostros para personajes masculinos y femeninos de las culturas castellana, catalana, portuguesa, visigoda e italiana.;;;;;;;;;x
LANDING_DLC054_TEXT;Main Features: \n- Nomadic Government for steppe Cultures \n- The Silk Road \n\nAdditional Features: \n- Landless raiding adventurers \n- Non-nomadic rulers will have special options \n- Tributaries \n- Over a hundred new events;Principales caractéristiques : \n- Gouvernement nomade pour les cultures des steppes \n- La Route de la Soie \n\nCaractéristiques additionnelles : \n- Aventuriers sans terre \n- Les dirigeants non nomades ont des options spéciales \n- Les tributaires \n- Plus de cent nouveaux événements;Hauptinhalt: \n- Nomadische Regierungsformen für Kulturen der Steppe \n- Die Seidenstraße \n\nZusätzliche Inhalte: \n- Landlose Abenteurer, die Überfälle durchführen \n- Nicht nomadische Herrscher haben spezielle Optionen \n- Tributstaaten \n- Mehr als hundert neue Events;;Presenta: \n- Gobierno nómada para culturas de la estepa \n- La Ruta de la Seda \n\nAdemás: \n- Aventureros incursores sin tierras \n- Gobernantes no nómadas con opciones especiales \n- Tributarios \n- Más de un centenar de nuevos eventos;;;;;;;;;x
LANDING_DLC055_TEXT;Main Features: \n- New portraits for male and female characters of Cuman cultures \n- Seven exclusive unit models for the Mongol culture \n- Unique graphic units for Early Frankish, Early Germanic & Italian characters \n- Songs of the Steppes Music Pack \n\nThe Horse Lords Content Pack comes filled to the brim with new content with a focus on the cultures that were introduced in the Horse Lords expansion.;Principales caractéristiques : \n- Nouveaux portraits d'homme et femmes des cultures coumanes \n- Sept modèles d'unités pour la culture mongole \n- Des graphiques d'unités franques, germaniques et italiennes \n- Pack de musiques des Steppes \n\nLe pack de contenu 'Seigneurs de cavalerie' se focalise sur les cultures qui ont été introduites dans l'extension 'Seigneurs de cavalerie'.;Hauptinhalt: \n- Neue Porträts für Charaktere der kumanischen Kultur \n- Sieben exklusive Einheitenmodelle für mongolische Kulturen \n- Einzigartige Einheitengrafiken für frühe fränkische, germanische und italienische Charaktere \n- Musikstücke der Steppe \nDieses Paket ist randvoll mit neuen Inhalten und konzentriert sich auf die Kulturen, die in der Erweiterung "Horse Lords" eingeführt wurden.;;Presenta: \n- Nuevos retratos para personajes de las culturas cumanas \n- Siete nuevos modelos de unidades exclusivos de la cultura mongola \n- Gráficos de unidades francas & germánicas antiguas e italianas\n- Pack musical Canciones de las estepas \n\nEste pack está lleno a rebosar con nuevo contenido, centrado en las culturas que se presentaron en Horse Lords.;;;;;;;;;x
LANDING_DLC057_TEXT;Main Features: \n- Unique face combinations for characters of Cuman cultures \n\nThe Cuman Portraits pack adds thousands of unique face combinations for male and female characters of the Cuman culture group.;Principales caractéristiques : \n- Des visages uniques pour les personnages des cultures coumanes \n\nLe pack de portraits coumans ajoute des milliers de combinaisons de visages uniques aux hommes et femmes du groupe culturel couman.;Hauptinhalt: \n- Einzigartiger Gesichterkombinationen für Charaktere kumanischer Kulturen \n\nDas Kumanische Porträtspaket fügt weiblichen und männlichen Charakteren der kumanischen Kulturgruppe tausende einzigartige Gesichterkombinationen hinzu.;;Presenta: \n- Combinaciones únicas de rostros para personajes de culturas cumanas \n\n Este pack contiene miles de combinaciones únicas de rostros para personajes masculinos y femeninos del grupo cultural cumano.;;;;;;;;;x
LANDING_DLC061_TEXT;Main Features: \n- Five electro orchestral soundtracks for Crusader Kings 2 \n\nOrchestrated by Swedish composer Tobias Gustafsson, Orchestral House Lords is a crossover interpretation between electro-orchestral and marching epic music. Picture Hans Zimmers Interstellar-sound with a nice beat while building your dynasty. \n\nSong Tracks: \n- Main Theme ( Electro Orchestral Mix) \n- Journey To Absolution ( Electro Orchestral Mix) \n- Kingdom Of Jerusalem ( Marching Epic Mix) \n- The First Crusade ( Electro Orchestral Mix) \n- Horns Of Hattin And The Aftermath ( Marching Epic Mix);Principales caractéristiques : \n- Cinq bandes sonores d'orchestres électroniques pour Crusader Kings II \n\nOrchestrées par le compositeur suédois Tobias Gustafsson, 'Orchestral House Lords' est une interprétation croisée entre musique électro-orchestrale et musique épique. Imaginez-vous écouter un son interstellaire de Hans Zimmer avec un bon rythme tout en construisant votre dynastie. \n\nMorceaux : \n- Main Theme (Electro Orchestral Mix) \n- Journey To Absolution (Electro Orchestral Mix) \n- Kingdom Of Jerusalem (Marching Epic Mix) \n- The First Crusade (Electro Orchestral Mix) \n- Horns Of Hattin And The Aftermath (Marching Epic Mix);Hauptinhalt: \n- Fünf elektro-orchestrale Musikstücke für Crusader Kings 2 \n\nKomponiert vom schwedischem Komponisten Tobias Gustafsson ist "Orchestral House Lords" eine Interpretation zwischen elektro-orchestraler und Marschmusik. Stellt Euch Hans Zimmers interstellaren Sound mit einem schönen Beat beim Aufbau einer Dynastie vor. \n\nMusikstücke: \n- Main Theme ( Electro Orchestral Mix) \n- Journey To Absolution ( Electro Orchestral Mix) \n- Kingdom Of Jerusalem ( Marching Epic Mix) \n- The First Crusade ( Electro Orchestral Mix) \n- Horns Of Hattin And The Aftermath ( Marching Epic Mix);;Presenta: \n- Cinco pistas electroorquestales para Crusader Kings 2\n\nOrquestrado por el compositor sueco Tobias Gustafsson, Horse Lords orquestal es una mezcla de estilos entre la música electroorquestal y la de marcha épica. Imagina a Hans Zimmers en Interestellar con un bonito ritmo mientras creas tu dinastía \n\nPistas: \n- Main Theme ( Electro Orchestral Mix) \n- Journey To Absolution ( Electro Orchestral Mix) \n- Kingdom Of Jerusalem ( Marching Epic Mix) \n- The First Crusade ( Electro Orchestral Mix) \n- Horns Of Hattin And The Aftermath ( Marching Epic Mix);;;;;;;;;x
LANDING_DLC062_TEXT;Main Features: \n- Council Power \n- Revised education system for royal children \n- The ability to request and call in Favors \n\nAdditional Features:\n- New childhood events \n- Rework of Laws;Principales caractéristiques : \n- Pouvoir du Conseil \n- Système d'éducation revu pour les enfants royaux \n- La capacité de demander et de rendre des faveurs \n\nCaractéristiques additionnelles : \n- De nouveaux événements d'enfance \n- Refonte des lois;Hauptinhalt: \n- Bemächtigter Rat \n- Überarbeitetes Bildungssystem für adlige Kinder \n- Fähigkeit, Gefallen anzufordern und zu geben \n\nZusätzliche Inhalte:\n- Neue Kindheitsevents \n- Überarbeitung der Gesetze;;Presenta: \n- Poder del consejo \n- Sistema de educación de hijos de reyes, revisado \n- Capacidad de pedir y cobrar favores \n\nExtras:\n- Nuevos eventos de infancia \n- Reelaboración de leyes;;;;;;;;;x
LANDING_DLC063_TEXT;Main Features: \n- Corners of the Earth Building Pack: Historical buildings appear on the map \n- Finno-Ugric Portrait Pack & Indian and Arabic Boats Unit Packs \n- Councilor Models for Steppe cultures and Western/Christian Females \n- New Event Pictures and one new loading screen \n\nPlease note that the Conclave expansion is not required for this DLC to play, we recommended it together with the Conclave as the expansion will provide your council with a bite.;Principales caractéristiques : \n- Pack de bâtiments historiques qui apparaissent sur la carte \n- Pack de portraits finno-ougriens & Pack de navires indiens et arabes \n- Pack de modèles de conseillers pour les cultures de la Steppe et les femmes chrétiennes occidentales \n- De nouvelles images d'événements et un nouvel écran de chargement \n\nVeuillez noter que l'extension 'Le Conseil' n'est pas requise pour faire fonctionner ce DLC, mais nous les recommandons ensemble puisque l'extension donne du mordant à votre Conseil.;Hauptinhalt: \n- Historische Gebäude auf der Karte \n- Finnisch-ugrische Porträts & indische und arabische Schiffsmodelle \n- Portäts für Ratsmitglieder für Steppenkulturen und westliche/christliche Frauen \n- Neue Bilder für Events und ein neuer Ladebildschirm  \n\nBitte beachtet, dass die Erweiterung Conclave nicht für diesen DLC benötigt wird. Wir empfehlen ihn zusammen mit Conclave, da die Erweiterung Eurem Rat mehr Biss geben wird;;Presenta: \n- Pack de edificios de rincones de la Tierra: aparecen edificios históricos en el mapa \n- Retratos finoúgrios y unidades navales indias y árabes \n- Modelos de consejeras de culturas de la estepa y occidentales/cristianas \n- Nuevas imágenes de eventos y nueva pantalla de carga \n\nTen en cuenta que no se requiere la expansión Conclave para jugar con este DLC, pero la recomendamos, ya que dará más mordiente a tu consejo.;;;;;;;;;x
LANDING_DLC064_TEXT;Main Features: \n- Six metal soundtracks inspired by wars and Vikings \n\nTest your dynasty's mettle while listening to our interpretation of Viking Metal! Composed and designed specifically for Crusader Kings II, the new tracks blend the intensity of Metal with themes and sounds from Nordic folk music.\n\nSong Tracks: \n- Viking Gods \n- Campfire \n- Locust Storm \n- The Sun And Earth \n- Our Kingdom Will Fall (instrumental) \n- Our Kingdom Will Fall;Principales caractéristiques : \n- Six bandes sonores de metal inspirées par la guerre et les Vikings \n\nMettez à l'épreuve le courage de votre dynastie tout en écoutant notre interprétation de metal viking ! Composées et conçues spécialement pour Crusader Kings II, les nouvelles pistes mélangent l'intensité du metal avec des thèmes et des sons de la musique folk nordique. \n\nMorceaux : \n- Viking Gods \n- Campfire \n- Locust Storm \n- The Sun And Earth \n- Our Kingdom Will Fall (instrumental) \n- Our Kingdom Will Fall;Hauptinhalt: \n- Sechs Metal-Musikstücke, die von Kriegen und Wikingern inspiriert sind \n\nTestet den Mut Eurer Dynastie, während Ihr unsere Interpretation von Wikinger-Metal hört! Die neuen Stücke, die speziell für Crusader Kings II komponiert wurden, verbinden die Intensität von Metal mit Themen und Klängen des nordischen Folk.\n\nMusikstücke: \n- Viking Gods \n- Campfire \n- Locust Storm \n- The Sun And Earth \n- Our Kingdom Will Fall (instrumental) \n- Our Kingdom Will Fall;;Presenta: \n- Seis pistas de metal centradas en guerras y vikingos \n\n¡Pon a prueba el valor de tu dinastía escuchando nuestra interpretación del metal vikingo! Compuesto y diseñado específicamente para Crusader Kings II, las nuevas pistas mezclan la intensidad del metal con temas y sonidos de la música folk nórdica. \nPistas: \n- Viking Gods \n- Campfire \n- Locust Storm \n- The Sun And Earth \n- Our Kingdom Will Fall (instrumental) \n- Our Kingdom Will Fall;;;;;;;;;x
LANDING_DLC066_TEXT;Main Features: \n- A new epidemic system and The Black Death \n- Court Physicians and Hospitals \n- Prosperity and Depopulation \n\nAdditional Features:\n- New action Go into Seclusion \n- 30+ ways to torture or execute your prisoners \n- New physical Traits that can be seen on portraits \n- New events chains about immortality, death, sickness, and cats;Principales caractéristiques : \n- Un nouveau système d'épidémies et la Peste Noire \n- Physiciens de la Cour et hôpitaux \n- Prospérité et dépopulation \n\nCaractéristiques additionnelles : \n- Nouvelle action 'Vivre en réclusion' \n- Plus de 30 façons de torturer ou d'exécuter vos prisonniers \n- De nouveaux traits physiques qui se voient sur les portraits \n- De nouvelles chaînes d'événements sur l'immortalité, la mort, la maladie et les chats;Hauptinhalt: \n- Ein neues Epidemiesystem und der Schwarze Tod \n- Hofärzte und Hospitäler \n- Wohlstand und Bevölkerungsverluste \n\nZusätzliche Inhalte:\n- Neue Aktion, um in Klausur zu gehen \n- 30+ neue Wege, um Gefangene zu foltern oder hinzurichten \n- Neue körperliche Eigenschaften, die auf Porträts gesehen werden können \n- Neue Events zur Unsterblichkeit, dem Tod, Krankheiten und Katzen;;Presenta: \n- Un nuevo sistema epidémico y La Peste negra \n- Médicos de la corte y hospitales \n- Prosperidad y despoblación \n\nAdemás:\n- Nueva acción: entrar en reclusión \n- Más de 30 modos de torturar o ejecutar presos \n- Nuevos rasgos físicos que se pueden ver en retratos \n- Nuevas cadenas de eventos sobre inmortalidad, muerte, enfermedad y gatos;;;;;;;;;x
LANDING_DLC067_TEXT;Main Features: \n- East African Portrait Pack \n- Late Byzantine Clothing Pack \n- Eastern Europe Female Model Pack \n- African Female and Male Model Packs\n\nWith the release of the deadly The Reaper's Due expansion, a new Content Pack was released to bring more diversity to the life of the Middle Ages.;Principales caractéristiques : \n- Pack de portraits est-africains \n- Pack de vêtements byzantins tardif \n- Pack de modèles de femmes de l'est de l'Europe \n- Packs de modèles hommes et femmes africains \n\nAvec la sortie de 'Notre dû à la Faucheuse', un nouveau pack de contenu a été créé pour apporter plus de diversité à la vie du Moyen Age.;Hauptinhalt: \n- Ostafrikanische Porträts \n- Späte byzantinische Kleidung \n- Osteuropäische Porträts für Frauen \n- Porträts für afrikanische Männer und Frauen\n\nMit der Veröffentlichung der todbringenden Erweiterung Reaper's Due wurde ein neues Inhaltspaket veröffentlicht, dass dem Leben im Mittelalter mehr Vielfalt bringt;;Presenta: \n- Pack de retratos africanos orientales \n- Pack de ropas bizantinas tardías \n- Pack de modelos femeninos europeos orientales \n- Packs de modelos masculinos y femeninos africanos\n\nCon el lanzamiento de la mortal expansión The Reaper's Due, se presentó un nuevo pack de contenido para dar más diversidad a la vida en la Edad Media.;;;;;;;;;x
LANDING_DLC068_TEXT;Main Features: \n- Five metal soundtracks \n\nOutfit your dynasty with the power to rock! Five completely original compositions have been created to add intensity to your Crusader Kings experience, with inspirations drawn from Viking music, the Main Theme, Nordic culture, and – of course – heavy metal. \n\nSong Tracks: \n- Crusader Kings II - Main Theme \n- A Viking Trail \n- Ahurani Rain \n- Passage Grave \n- We're That Perfect Storm;Principales caractéristiques : \n- Cinq bandes sonores de metal \n\nMettez le rock au service de votre dynastie ! Cinq compositions originales ont été créées pour ajouter de l'intensité à votre expérience de Crusader Kings, avec des inspirations tirées de la musique viking - le thème principal -, de la culture nordique et du heavy metal. \n\nMorceaux : \n- Crusader Kings II - Main Theme \n- A Viking Trail \n- Ahurani Rain \n- Passage Grave \n- We're That Perfect Storm;Hauptinhalt: \n- Fünf Metal-Musikstücke \n\nGebt Eurer Dynastie die Kraft abzurocken! Fünf Originale Kompositionen, die kreiert wurden, um Eurer Erfahrung in Crusader Kings mehr Intensität zu verleihen. Die Stücke wurden vom Wikinger-Metal, dem Main Theme, der nordischen Kultur und natürlich dem Heavy Metal beeinflusst \n\nMusikstücke: \n- Crusader Kings II - Main Theme \n- A Viking Trail \n- Ahurani Rain \n- Passage Grave \n- We're That Perfect Storm;;Presenta: \n- Cinco pistas de metal \n\n¡Imbuye a tu dinastía el poder del rock! Cinco pistas totalmente originales creadas para añadir intensidad a la experiencia de Crusader Kings, con inspiraciones provenientes de la música vikinga, el tema principal, la cultura nórdica… y el heavy metal, por supuesto.\n\nPistas: \n- Crusader Kings II - Main Theme \n- A Viking Trail \n- Ahurani Rain \n- Passage Grave \n- We're That Perfect Storm;;;;;;;;;x
LANDING_DLC069_TEXT;Main Features: \n- Join a Society of your liking \n- Relics and Special Items \n\nAdditional Features: \n- New Orders for Councilors \n- New clothing and hairstyles \n- New portraits and unit models for English and German Cultures;Principales caractéristiques : \n- Rejoindre une société de votre choix \n- Des reliques et des artefacts spéciaux \n\nCaractéristiques additionnelles : \n- Des nouveaux ordres pour les conseillers \n- De nouveaux habits et coiffures \n- De nouveaux portraits et des modèles d'unités pour les cultures anglaises et germaniques;Hauptinhalt: \n- Tritt einer Gesellschaft bei \n- Relikte und spezielle Gegenstände \n\nZusätzliche Inhalte: \n- Neue Aktionen für Ratsmitglieder \n- Neue Kleidung und Frisuren \n- Neue Porträts und Einheitenmodelle für englische und germanische Kulturen;;Presenta: \n- Únete a la sociedad que más te guste \n- Reliquias y objetos especiales \n\nAdemás: \n- Nuevas órdenes para consejeros \n- Nuevas ropas y peinados \n- Nuevos retratos y unidades para culturas inglesas y germanas;;;;;;;;;x
LANDING_DLC071_TEXT;Main Features: \n- Five soundtracks for characters in a Society \n\nHymns of Revelations reminds you of the new sacred duties available to you in the new expansion Monks and Mystics. Five new songs transport your soul to heavenly heights while you scheme and plot on earth. Composed and produced by Yannick Süß & Robin Birner (Audinity). \n\nSong Tracks: \n- Agnus Dei \n- Ave Maris Stella \n- Deus Misere \n- Mystery \n- Rorate Caeli;Principales caractéristiques : \n- Cinq bandes sonores pour les personnages dans une société \n\nHymns of Revelation vous rappelle les nouveaux devoirs sacrés qui s'offrent à vous dans la nouvelle extension 'Moines et mystiques'. Cinq nouvelles musiques transportent votre âme vers des hauteurs célestes pendant que vous planifiez et complotez sur la terre. Composé et produit par Yannick Süß & Robin Birner (Audinity). \n\nMorceaux : \n- Agnus Dei \n- Ave Maris Stella \n- Deus Misere \n- Mystery \n- Rorate Caeli;Hauptinhalt: \n- Fünf Musikstücke für Charaktere, die einer Gesellschaft angehören \n\n"Hymns of Revelations" erinnert Euch an Eure heiligen Aufgaben der neuen Erweiterung "Monks and Mystics". Fünf neue Mustikstücke transportieren Eure Seele in himmlische Höhen, während Ihr auf der Erde Intrigen und Pläne schmiedet. Die Stücke wurden von Yannick Süß und Robin Birner (Audinity) komponiert und produziert. \n\nMusikstücke: \n- Agnus Dei \n- Ave Maris Stella \n- Deus Misere \n- Mystery \n- Rorate Caeli;;Presenta: \n- Cinco pistas para personajes en una sociedad \n\nCánticos de revelación nos recuerda los deberes sagrados disponibles en Monks and Mystics. Cinco nuevos temas llevan nuestra alma a los cielos, mientas tramas e intrigas en la tierra. Compuestos y producidos por Yannick Süß & Robin Birner (Audinity) \n\nPistas: \n- Agnus Dei \n- Ave Maris Stella \n- Deus Misere \n- Mystery \n- Rorate Caeli;;;;;;;;;x
LANDING_DLC072_TEXT;Main Features: \n- Unique face combinations for characters of Southern Indian cultures \n- Please note that you might have been granted ownership of this DLC through owning other Crusader Kings II content. \nIn honor of the 5th Birthday of Crusader Kings II, we are giving a celebratory gift to all of our players! Add extra variety to your game with the inclusion of these Southern-Indian inspired portraits.;Principales caractéristiques : \n- Des visages uniques pour les cultures indiennes du sud \nVeuillez noter que vous pourriez posséder ce DLC via un autre contenu CKII \n\nEn l'honneur du 5e anniversaire de Crusader Kings II, nous faisons un cadeau de célébration à tous nos joueurs ! Ajoutez de la variété à votre jeu avec ces portraits sud-indiens.;Hauptinhalt: \n- Einzigartiger Gesichterkombinationen für Charaktere südindischer Kulturen \n\n * Anmerkung: Ihr könntet dieses DLC besitzen, weil es Teil eines anderen Inhalts von Crusader Kings II war. \nZu Ehren des 5. Geburtstages von Crusader Kings II geben wir all unseren Spielern ein festliches Geschenk! Ergänz Euer Spiel durch die Einführung dieser südindisch inspirierten Porträts.;;Presenta: \n- Combinaciones únicas de rostros para  personajes del Sur de la India \n- Ten en cuenta puedes tener este DLC como regalo por adquirir otro contenido de Crusader Kings II. \n¡Un regalo para todos nuestros jugadores celebrando el 5º aniversario de Crusader Kings II! Añade variedad extra al juego incluyendo estos rostros inspirados en el Sur de la India.;;;;;;;;;x
LANDING_DLC073_TEXT;Main Features: \n- Interact with the Chinese Empire \n- A new Tributary system \n- Trade and Treasure \n\nAdditional Features: \n- New Chinese and Tibetan portraits \n- New Casus Bellis \n- Chinese Units and Warfare \n- New religions;Principales caractéristiques : \n- Interagir avec l'Empire chinois \n- Un nouveau système tributaire \n- Commerce et Trésor \n\nCaractéristiques additionnelles : \n- Nouveaux portraits chinois et tibétains \n- Nouveaux casus belli \n- Unités chinoises \n- Nouvelles religions;Hauptinhalt: \n- Interagiere mich dem Chinesischen Reich \n- Ein neues Tributsystem \n- Handel und Schätze \n\nZusätzliche Inhalte: \n- Neue chinesische und tibetanische Porträts \n- Neuer Kriegsgrund \n- Chinesische Einheiten und Kriegsführung \n- Neue Religionen;;Presenta:- Interactúa con el Imperio chino \n- Nuevo sistema tributario \n- Comercio y tesoro \n\nExtras: \n- Nuevos retratos chinos y tibetanos \n- Nuevos casus belli \n- Unidades y arte de guerra chinos \n- Nuevas religiones;;;;;;;;;x
LANDING_DLC074_TEXT;Main Features:\n- Shattered and Random Worlds \n- Pagan Warrior Lodges \n- Legendary Bloodlines \n- Dynamic Pagan Reformation \n\nAdditional Features: \n- Sainthood & Coronations \n- Sway or Antagonize Your Neighbors \n- New Crusade Events \n- New Succession Laws, and a Kill List\n- Portraits for Arab, Slavic, French and Italian cultures\n- New units for Bedouin, Berber and Levantine cultures;Principales caractéristiques : \n- Mondes bouleversés et aléatoires \n- Loges du guerrier \n- Lignée légendaires \n- Réforme païenne dynamique \n\nCaractéristiques additionnelles : \n- Influencer ou contrarier vos voisins \n- Sainteté et couronnements \n- Nouveaux événements des croisades \n- Nouvelles lois de succession et une liste de tués \n- Portraits arabes, slaves, français et italiens \n- Nouvelles unités bédouines, berbères et levantines;Hauptinhalte:\n- Zersplitterte und Zufällige Welten \n- Heidnische Kriegerlogen \n- Legendäre Blutlinien \n- Dynamische Heiden-Reformation\nZusätzliche Inhalte: \n- Heilige & Krönungen \n- Beeinflussung und Verleumdung von Nachbarn \n- Neue Kreuzzug-Ereignisse \n- Neue Erbfolgegesetze und eine Tötungsliste\n- Porträts für arabische, slawische, französische und italienische Kulturen\n- Neue Einheiten für arabische, berbische und levantinische Kulturen;;Presenta:\n- Mundos en añicos y aleatorios \n- Logias de guerreros paganas \n- Linajes legendarios \n- Reforma dinámica pagana \n\nAdemás: \n- Santidad y coronaciones \n- Gánate o contraría a tus vecinos \n- Nuevos eventos de cruzada \n- Nuevas leyes de sucesión y una lista de muertes\n- Retratos para las culturas árabe, francesa e italiana\n- Nuevas unidades para las culturas árabe, bereber y levantina;;;;;;;;;x
LANDING_DLC076_TEXT;Main Features: \n- Four soundtracks of Pagan inspired folk-metal \n\nPagan Fury Music Pack contains four new songs, totalling almost 16 minutes, performed by the Official Crusader Kings band - Pagan Fury.\n\nSong Tracks: \n- A Toast To You \n- Going To War \n- La Le Lej \n- Til The Day We Die;Principales caractéristiques : \n- Quatre bandes sonores de folk-metal païen \n\nLe Pack de musiques Pagan Fury (Fureur païenne) contient quatre nouvelles musiques, de presque 16 minutes en tout, interprétées par la troupe officielle de CK : Pagan Fury. \n\nMorceaux : \n- A Toast To You \n- Going To War \n- La Le Lej \n- Til The Day We Die;Hauptinhalt: \n- Vier Musikstücke mit heidnisch inspiriertem Folk-Metal \n\nDas "Pagan Fury"-Musikpaket enthält vier neue Songs von insgesamt fast 16 Minuten länge von der offiziellen Crusader Kings Band, Pagan Fury.\n\nStücke: \n- A Toast To You \n- Going To War \n- La Le Lej \n- Til The Day We Die;;Presenta: \n-Cuatro pistas nuevas folk-metal de inspiración pagana\n\nEl Pack musical Pagan Fury contiene cuatro temas nuevos que llegan a los 16 minutos, interpretadas por el grupo oficial de Crusader Kings - Pagan Fury.\nPistas: \n- Un brindis por ti \n- Yendo a la guerra \n- La Le Ley \n- Hasta el día en que muramos;;;;;;;;;x
LANDING_DLC078_TEXT;Main Features: \n- Pagan Fury, The folk metal band led by Arven Labour has composed four new energetic tracks that get the blood moving as rally your vassals around your banner. Pagan Fury has contributed music to Paradox Development Studio games since 2018, and their passion for thematic music now continues into the next generation of grand strategy games.\n\nSong Tracks: \n- Broken Heroes \n- Sacred Heart \n- Flood of Fire \n- Nuria;Principales caractéristiques: \n- Pagan Fury, le groupe de folk metal dirigé par Arven Labour a composé quatre nouvelles pistes enivrantes. Pagan Fury contribue à la musique pour Paradox Development Studio games depuis 2018, et leur passion pour la musique thématique se poursuit maintenant pour la prochaine génération de grands jeux de stratégie.\n\nMorceaux: \n- Broken Heroes \n- Sacred Heart \n- Flood of Fire \n- Nuria;Hauptinhalt: \n- Pagan Fury, die von Arven Labor geleitete Folk-Metal-Band, hat vier neue energiegeladene Musikstücke komponiert, die das Blut in Wallung bringen, während sich die Vasallen um Euer Banner versammeln. Pagan Fury hat seit 2018 Musik zu Spielen von Paradox Development Studio beigetragen und ihre Leidenschaft für thematische Musik setzt sich auch in der nächsten Generation großartiger Strategiespiele fort.\n\nMusikstücke: \n- Broken Heroes \n- Sacred Heart \n- Flood of Fire \n- Nuria;;Presenta: \n- Pagan Fury, la banda de folk metal liderada por Arven Labour ha compuesto cuatro nuevos temas llenos de energía que nos harán hervir la sangre según convocamos a nuestros vasallos a nuestro estandarte. Pagan Fury ha aportado música a los juegos de Paradox Development Studio desde 2018 y su pasión por la música temática continúa ahora en la nueva generación de juegos de gran estrategia.\n\nPistas: \n- Héroes rotos \n- Corazón sagrado \n-Diluvio de sangre \n- Nuria;;;;;;;;;x
LANDING_EXAMPLE_TITLE_DLC001;Interesting characters to play:;Personnages intéressants :;Interessante Charaktere:;;Personajes interesantes:;;;;;;;;;x
LANDING_EXAMPLE_TITLE_DLC002;Example Portraits:;Exemples de portraits;Beispiele für Porträts:;;Ejemplos de retratos:;;;;;;;;;x
LANDING_EXAMPLE_TITLE_DLC008;Example Units:;Exemples d'unités;Beispiele für Einheiten:;;Ejemplos de unidades:;;;;;;;;;x
LANDING_EXAMPLE_TITLE_DLC010;Interesting characters to play:;Personnages intéressants :;Interessante Charaktere:;;Personajes interesantes:;;;;;;;;;x
LANDING_EXAMPLE_TITLE_DLC012;Example Units:;Exemples d'unités;Beispiele für Einheiten:;;Ejemplos de unidades:;;;;;;;;;x
LANDING_EXAMPLE_TITLE_DLC013;Example Portraits:;Exemples de portraits;Beispiele für Porträts:;;Ejemplos de retratos:;;;;;;;;;x
LANDING_EXAMPLE_TITLE_DLC014;Example Portraits:;Exemples de portraits;Beispiele für Porträts:;;Ejemplos de retratos:;;;;;;;;;x
