EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x
EVTDSC_RIP_20005;A bucket of rats was strapped to [From.GetTitledFirstName]'s chest and heated with burning coals. Fortunately, it was removed before the rats managed to gnaw a way through [From.GetHerHim]. Judging by [From.GetTitledFirstName]'s screams it seems like [From.GetSheHe] learnt [From.GetHerHis] lesson...;Un seau a été attaché sur la poitrine [From.Get_du_TitledFirstName] et chauffé avec du charbon ardent. Heureusement, il a été retiré avant que les rats ne parviennent à ronger un chemin à travers son corps. À entendre les cris [From.Get_du_TitledFirstName], il semble qu'[From.GetIlElle] aura retenu la leçon...;[From.GetTitledFirstName] wurde ein Kübel voller Ratten vor die Brust geschnallt, und dieser wurde dann mit glühenden Kohlen erhitzt. Zum Glück wurde der Kübel entfernt, bevor sich die Ratten durch [From.GetHerHim] hindurchnagten. Den Schreien von [From.GetTitledFirstName] nach zu urteilen, hat [From.GetSheHe] die Lektion wohl gelernt ...;;Atan un cubo de ratas al pecho de [From.GetTitledFirstName] y lo calientan con carbones ardientes. Por suerte, lo retiraron antes de que las ratas consiguieran atravesar[From.GetRleRla] para escapar. Oyendo los gritos de [From.GetTitledFirstName], parece que ha aprendido la lección…;;;;;;;;;x
EVTDSC_RIP_20006;You are quietly contemplating your fate in your lonely cell when suddenly your jailor enters. "A proper introduction to your cell mates is due" he says and drags you with him. "The rats. While they might appear withdrawn at first, I'm certain you will think them forward enough when they gnaw through your chest." ;Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement. « Une introduction appropriée à vos voisins de cellule est la moindre des choses », vous dit-il en vous traînant avec lui. « Les rats. Bien qu'ils puissent paraître renfermés au premier abord, je suis certain que vous penserez autrement quand ils auront rongé votre poitrine. »;Ihr denkt in Eurer einsamen Zelle gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt. "Es wird Zeit, dass Ihr Eure Mitgefangenen kennenlernt", sagt er und schleift Euch fort. "Die Ratten. Sie mögen erst recht zurückhaltend wirken, aber wenn sie sich erst einmal durch Eure Brust nagen, werdet Ihr schon sehen, dass sie recht direkt sein können.";;Estabas considerando tu destino en tu solitaria celda cuando el carcelero entra de repente. «Ya tardábamos en presentarte a tus compañeros de celda», dice y te arrastra con él. «Ratas. Al principio parecen retraídas, pero seguro que pensarás en ellas cuando te atraviesen el pecho a mordiscos».;;;;;;;;;x
EVTDSC_RIP_20007;For [From.GetHerHis] heinous crime, that [GetRootFromInsult] [From.GetTitledFirstName] deserves nothing but the most excruciating punishment. [From.GetSheHeCap] will be tortured... with a feather.;Pour son crime haineux, c[From.GetEEtte] [GetRootFromInsultNounAdj], que l'on nomme [From.GetTitledFirstName] ne mérite rien d'autre que le plus atroce des châtiments. Sa torture se fera... avec une plume.;Für das abscheuliche Verbrechen, das [From.GetTitledFirstName] begangen hat, verdient [From.GetSheHe] die qualvollste Bestrafung. [From.GetSheHeCap] wird gefoltert, und zwar mit ... einer Feder.;;Por su terrible crimen, tal [GetRootFromInsult] [From.GetTitledFirstName] solo merece el castigo más atroz. [From.GetElEllaCap] será torturad[From.GetOA]… con una pluma.;;;;;;;;;x
EVTDSC_RIP_20008;You are quietly contemplating your fate when suddenly your jailor enters. You struggle to decipher the look on his face, but you think he might be... disappointed. You demand to know what is going on. "Our almighty [From.GetTitle] has ordered you to be tortured... with a feather.";Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement. Vous avez du mal à déchiffrer l'expression sur son visage, mais vous diriez plutôt qu'il a l'air déçu. Vous demandez à savoir ce qu'il se passe. « Notre [From.GetTitle] a ordonné que je vous torture... avec une plume. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt. Ihr habt Mühe, seine Miene zu lesen, aber Ihr glaubt, er wirke etwas ... enttäuscht. Ihr fordert zu erfahren, was los ist. [From.GetTitle] hat in unergründlicher Weisheit angeordnet, dass Ihr gefoltert werdet ... mit einer Feder.;;Estabas considerando tu destino cuando el carcelero entra de repente. Te esfuerzas por descifrar la expresión de su rostro, pero se diría que está… desilusionado. Pides saber qué está pasando. «Nuestr[From.GetOA] todopoderos[From.GetOA] [From.GetTitle] ha ordenado que te torturemos… con una pluma».;;;;;;;;;x
EVTDSC_RIP_20009;[From.GetTitledFirstName] was undressed, tied to a pole and left out in the heat for a few days. While it seems like [From.GetSheHe] suffered no permanent damage, [From.GetSheHe] had to be carried back inside. You are sure [From.GetSheHe] learnt [From.GetHerHis] lesson...;[From.Get_Le_TitledFirstName] était sans vêtement, les mains attachées à un poteau et dans la chaleur pendant quelques jours. Bien qu'il semble qu'[From.GetIlElle] n'a pas de blessures permanentes, on a dû [From.GetLeLa] ramener à l'intérieur. Vous avez la conviction qu'[From.GetIlElle] a retenu la leçon...;[From.GetTitledFirstName] wurde entkleidet, an einen Pfahl gefesselt und tagelang der Sonne ausgesetzt. [From.GetSheHeCap] scheint zwar keine bleibenden Schäden davongetragen zu haben, musste aber zurückgetragen werden. Ihr seid davon überzeugt, dass [From.GetSheHe] die Lektion gelernt hat.;;[From.GetAlAlaCap] [From.GetTitledFirstName] se le desnudó, ató a un poste y se le dejó al sol durante algunos días. Aunque parece que no sufrió ningún daño permanente, tuvo que ser traíd[Root.GetOA] de vuelta. Seguro que ha aprendido la lección…;;;;;;;;;x
EVTDSC_RIP_20010;You are quietly contemplating your fate when suddenly your jailor enters. "Remove your clothes" he demands with an ominous grin. "Do not worry, no one will stare at you. You will be quite alone. In the wilderness. Tied to a pole." ;Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement. « Retirez vos vêtements » me demande-t-il avec un sourire de mauvais augure. « Ne vous inquiétez pas, dans le désert, les mains attachées à un poteau, il n'y aura personne pour vous dévisager. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt. "Entkleidet Euch", befiehlt er mit unheilverheißendem Grinsen. "Keine Sorge, niemand wird Euch anstarren. Ihr werdet ganz für Euch alleine sein. In der Wildnis. An einen Pfahl gefesselt.";;Estabas considerando en silencio tu destino cuando el carcelero entra de repente. «Quítate la ropa», exige con una mueca siniestra. «No te preocupes, nadie te mirará. Estarás absolutamente sol[Root.GetOA]. En el desierto. Atad[Root.GetOA] a un poste».;;;;;;;;;x
EVTDSC_RIP_20011;[From.GetTitledFirstName] was undressed, tied to a pole and left out in the snow overnight. While it seems like [From.GetSheHe] suffered no permanent damage, [From.GetSheHe] had to be carried back inside. You are sure [From.GetSheHe] learnt [From.GetHerHis] lesson...;[From.Get_Le_TitledFirstName] était sans vêtement, les mains attachées à un poteau et dans la neige durant la nuit. Bien qu'il semble qu'[From.GetIlElle] n'a pas de blessures permanentes, on a dû [From.GetLeLa] ramener à l'intérieur. Vous avez la conviction qu'[From.GetIlElle] a retenu la leçon...;[From.GetTitledFirstName] wurde entkleidet, an einen Pfahl gefesselt und über Nacht der Winterkälte ausgesetzt. [From.GetSheHeCap] scheint zwar keine bleibenden Schäden davongetragen zu haben, musste aber zurückgetragen werden. Ihr seid davon überzeugt, dass [From.GetSheHe] die Lektion gelernt hat.;;[From.GetAlAlaCap] [From.GetTitledFirstName] se le desnudó, ató a un poste y se le dejó al sol durante algunos días. Aunque parece que no sufrió ningún daño permanente, tuvo que ser traíd[From.GetOA] de vuelta. Seguro que ha aprendido la lección…;;;;;;;;;x
EVTDSC_RIP_20012;You are quietly contemplating your fate when suddenly your jailor enters. "Remove your clothes" he demands with an ominous grin. "Do not worry, no one will stare at you. You will be quite alone. In the wilderness. Tied to a pole." ;Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement. « Retirez vos vêtements » me demande-t-il avec un sourire de mauvais augure. « Ne vous inquiétez pas, dans le désert, les mains attachées à un poteau, il n'y aura personne pour vous dévisager. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt. "Entkleidet Euch", befiehlt er mit unheilverheißendem Grinsen. "Keine Sorge, niemand wird Euch anstarren. Ihr werdet ganz für Euch alleine sein. In der Wildnis. An einen Pfahl gefesselt.";;Estabas considerando en silencio tu destino cuando el carcelero entra de repente. «Quítate la ropa», exige con una mueca siniestra. «No te preocupes, nadie te mirará. Estarás absolutamente sol[Root.GetOA]. En el desierto. Atad[Root.GetOA] a un poste».;;;;;;;;;x
EVTDSC_RIP_20013;You order the jailor to drag [From.GetTitledFirstName] from [From.GetHerHis] cell while you methodically prepare your tools. No one crosses you unscathed and [From.GetFirstName] will become a living example of this. At least that's the plan, but who knows? You could... slip.;Vous ordonnez au geôlier de traîner [From.Get_le_TitledFirstName] hors de sa cellule pendant que vous préparez méthodiquement vos outils. Personne ne repart indemne après vous avoir croisé et [From.GetFirstName] en deviendra un exemple vivant. Du moins, c'est ce qui est prévu, mais qui sait ce qui pourrait se produire ? Vous pourriez... glisser.;Ihr befehlt dem Gefängnisaufseher, [From.GetTitledFirstName] aus der Zelle zu schleifen, während Ihr gewissenhaft Eure Werkzeuge vorbereitet. Niemand verärgert Euch ungestraft, und [From.GetFirstName] wird ein lebendes Beispiel dafür sein. Das ist zumindest der Plan, aber wer weiß? Vielleicht passiert Euch ein ... kleines Missgeschick.;;Ordenas al carcelero que saque a [From.GetTitledFirstName] de su celda mientras preparas metódicamente tus herramientas. Nadie que te contraría sale ileso y [From.GetFirstName] será un ejemplo viviente de esto. Al menos esa es la idea, pero ¿quién sabe? Podrías cometer… un error.;;;;;;;;;x
EVTDSC_RIP_20014;You are quietly contemplating your fate when suddenly the jailor enters and drags you out of your cell. Outside, [FromFrom.GetTitledFirstName] awaits. Your blood runs cold when you see [FromFrom.GetHerHis] cold grin. "Do not worry, you [GetFromFromRootInsult]. I have not come for your head. Your leg will do just fine.";Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement pour vous traîner hors de votre cellule. À l'extérieur, [FromFrom.Get_le_TitledFirstName] attend. Votre sang se glace lorsque vous voyez son sourire. « Ne vous inquiétez pas, [GetFromFromRootInsultNounAdj]. Je ne suis pas là pour votre tête. Votre jambe fera l'affaire. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt und Euch davonschleift. [FromFrom.GetTitledFirstName] erwartet Euch mit einem kalten Lächeln, und Euch gefriert das Blut in den Adern. "Keine Angst. Ich bin nicht an Eurem Kopf interessiert. Euer Bein genügt mir vollauf.";;Estabas considerando tu destino en silencio cuando el carcelero entra de repente y te saca de la celda. Fuera aguarda [From.GetTitledFirstName]. Se te hiela la sangre cuando ves su fría sonrisa. «No te preocupes, [GetFromRootInsult]. No he venido a por tu cabeza. Me bastará con tu pierna».;;;;;;;;;x
EVTDSC_RIP_20015;You order the jailor to drag [From.GetTitledFirstName] from [From.GetHerHis] cell while you methodically prepare your tools. No one crosses you unscathed and [From.GetFirstName] will become a living example of this. At least that's the plan, but who knows? You could... slip.;Vous ordonnez au geôlier de traîner [From.Get_le_TitledFirstName] hors de sa cellule pendant que vous préparez méthodiquement vos outils. Personne ne repart indemne après vous avoir croisé et [From.GetFirstName] en deviendra un exemple vivant. Du moins, c'est ce qui est prévu, mais qui sait ce qui pourrait se produire ? Vous pourriez... glisser.;Ihr befehlt dem Gefängnisaufseher, [From.GetTitledFirstName] aus der Zelle zu schleifen, während Ihr gewissenhaft Eure Werkzeuge vorbereitet. Niemand verärgert Euch ungestraft, und [From.GetFirstName] wird ein lebendes Beispiel dafür sein. Das ist zumindest der Plan, aber wer weiß? Vielleicht passiert Euch ein ... kleines Missgeschick.;;Ordenas al carcelero que saque a [From.GetTitledFirstName] de su celda mientras preparas metódicamente tus herramientas. Nadie que te contraría sale ileso y [From.GetFirstName] será un ejemplo viviente de esto. Al menos esa es la idea, pero ¿quién sabe? Podrías cometer… un error.;;;;;;;;;x
EVTDSC_RIP_20016;You are quietly contemplating your fate when suddenly the jailor enters and drags you out of your cell. Outside, [FromFrom.GetTitledFirstName] awaits. Your blood runs cold when you see [FromFrom.GetHerHis] cold grin. "Do not worry, you [GetFromFromRootInsult]. I have not come for your head. Your hand will do just fine.";Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement pour vous traîner hors de votre cellule. À l'extérieur, [FromFrom.Get_le_TitledFirstName] attend. Votre sang se glace lorsque vous voyez son sourire. « Ne vous inquiétez pas, [GetFromFromRootInsultNounAdj]. Je ne suis pas là pour votre tête. Votre main fera l'affaire. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt und Euch davonschleift. [FromFrom.GetTitledFirstName] erwartet Euch mit einem kalten Lächeln, und Euch gefriert das Blut in den Adern. "Keine Angst. Ich bin nicht an Eurem Kopf interessiert. Eure Hand genügt mir vollauf.";;Estabas considerando tu destino en silencio cuando el carcelero entra de repente y te saca de la celda. Fuera aguarda [From.GetTitledFirstName]. Se te hiela la sangre cuando ves su fría sonrisa. «No te preocupes, [GetFromRootInsult]. No he venido a por tu cabeza. Me bastará con tu mano».;;;;;;;;;x
EVTDSC_RIP_20017;You order the jailor to drag [From.GetTitledFirstName] from [From.GetHerHis] cell while you methodically prepare your tools. No one crosses you unscathed and [From.GetFirstName] will become a living example of this. At least that's the plan, but who knows? You could... slip.;Vous ordonnez au geôlier de traîner [From.Get_le_TitledFirstName] hors de sa cellule pendant que vous préparez méthodiquement vos outils. Personne ne repart indemne après vous avoir croisé et [From.GetFirstName] en deviendra un exemple vivant. Du moins, c'est ce qui est prévu, mais qui sait ce qui pourrait se produire ? Vous pourriez... glisser.;Ihr befehlt dem Gefängnisaufseher, [From.GetTitledFirstName] aus der Zelle zu schleifen, während Ihr gewissenhaft Eure Werkzeuge vorbereitet. Niemand verärgert Euch ungestraft, und [From.GetFirstName] wird ein lebendes Beispiel dafür sein. Das ist zumindest der Plan, aber wer weiß? Vielleicht passiert Euch ein ... kleines Missgeschick.;;Ordenas al carcelero que saque a [From.GetTitledFirstName] de su celda mientras preparas metódicamente tus herramientas. Nadie que te contraría sale ileso y [From.GetFirstName] será un ejemplo viviente de esto. Al menos esa es la idea, pero ¿quién sabe? Podrías cometer… un error.;;;;;;;;;x
EVTDSC_RIP_20018;You are quietly contemplating your fate when suddenly the jailor enters and drags you out of your cell. Outside, [FromFrom.GetTitledFirstName] awaits. Your blood runs cold when you see [FromFrom.GetHerHis] cold grin. "Do not worry, you [GetFromRootInsult]. I have not come for your head. Your eye will do just fine.";Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement pour vous traîner hors de votre cellule. À l'extérieur, [FromFrom.Get_le_TitledFirstName] attend. Votre sang se glace lorsque vous voyez son sourire. « Ne vous inquiétez pas, [GetFromRootInsultNounAdj]. Je ne suis pas là pour votre tête. Votre oeil fera l'affaire. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt und Euch davonschleift. [FromFrom.GetTitledFirstName] erwartet Euch mit einem kalten Lächeln, und Euch gefriert das Blut in den Adern. "Keine Angst. Ich bin nicht an Eurem Kopf interessiert. Euer Auge genügt mir vollauf.";;Estabas considerando tu destino en silencio cuando el carcelero entra de repente y te saca de la celda. Fuera aguarda [From.GetTitledFirstName]. Se te hiela la sangre cuando ves su fría sonrisa. «No te preocupes, [GetFromRootInsult]. No he venido a por tu cabeza. Me bastará con tu ojo».;;;;;;;;;x
EVTDSC_RIP_20019;You order the jailor to drag [From.GetTitledFirstName] from [From.GetHerHis] cell while you methodically prepare your tools. No one crosses you unscathed and [From.GetFirstName] will become a living example of this. At least that's the plan, but who knows? You could... slip.;Vous ordonnez au geôlier de traîner [From.Get_le_TitledFirstName] hors de sa cellule pendant que vous préparez méthodiquement vos outils. Personne ne repart indemne après vous avoir croisé et [From.GetFirstName] en deviendra un exemple vivant. Du moins, c'est ce qui est prévu, mais qui sait ce qui pourrait se produire ? Vous pourriez... glisser.;Ihr befehlt dem Gefängnisaufseher, [From.GetTitledFirstName] aus der Zelle zu schleifen, während Ihr gewissenhaft Eure Werkzeuge vorbereitet. Niemand verärgert Euch ungestraft, und [From.GetFirstName] wird ein lebendes Beispiel dafür sein. Das ist zumindest der Plan, aber wer weiß? Vielleicht passiert Euch ein ... kleines Missgeschick.;;Ordenas al carcelero que saque a [From.GetTitledFirstName] de su celda mientras preparas metódicamente tus herramientas. Nadie que te contraría sale ileso y [From.GetFirstName] será un ejemplo viviente de esto. Al menos esa es la idea, pero ¿quién sabe? Podrías cometer… un error.;;;;;;;;;x
EVTDSC_RIP_20020;You are quietly contemplating your fate when suddenly the jailor enters and drags you out of your cell. Outside, [FromFrom.GetTitledFirstName] awaits. Your blood runs cold when you see [FromFrom.GetHerHis] cold grin. "Do not worry, you [GetFromFromRootInsult]. I have not come for your head. Your nose will do just fine.";Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement pour vous traîner hors de votre cellule. À l'extérieur, [FromFrom.Get_le_TitledFirstName] attend. Votre sang se glace lorsque vous voyez son sourire. « Ne vous inquiétez pas, [GetFromFromRootInsultNounAdj]. Je ne suis pas là pour votre tête. Votre nez fera l'affaire. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt und Euch davonschleift. [FromFrom.GetTitledFirstName] erwartet Euch mit einem kalten Lächeln, und Euch gefriert das Blut in den Adern. "Keine Angst. Ich bin nicht an Eurem Kopf interessiert. Eure Nase genügt mir vollauf.";;Estabas considerando tu destino en silencio cuando el carcelero entra de repente y te saca de la celda. Fuera aguarda [From.GetTitledFirstName]. Se te hiela la sangre cuando ves su fría sonrisa. «No te preocupes, [GetFromRootInsult]. No he venido a por tu cabeza. Me bastará con tu nariz».;;;;;;;;;x
EVTDSC_RIP_20021;You order the jailor to drag [From.GetTitledFirstName] from [From.GetHerHis] cell while you methodically prepare your tools. No one crosses you unscathed and [From.GetFirstName] will become a living example of this. At least that's the plan, but who knows? You could... slip.;Vous ordonnez au geôlier de traîner [From.Get_le_TitledFirstName] hors de sa cellule pendant que vous préparez méthodiquement vos outils. Personne ne repart indemne après vous avoir croisé et [From.GetFirstName] en deviendra un exemple vivant. Du moins, c'est ce qui est prévu, mais qui sait ce qui pourrait se produire ? Vous pourriez... glisser.;Ihr befehlt dem Gefängnisaufseher, [From.GetTitledFirstName] aus der Zelle zu schleifen, während Ihr gewissenhaft Eure Werkzeuge vorbereitet. Niemand verärgert Euch ungestraft, und [From.GetFirstName] wird ein lebendes Beispiel dafür sein. Das ist zumindest der Plan, aber wer weiß? Vielleicht passiert Euch ein ... kleines Missgeschick.;;Ordenas al carcelero que saque a [From.GetTitledFirstName] de su celda mientras preparas metódicamente tus herramientas. Nadie que te contraría sale ileso y [From.GetFirstName] será un ejemplo viviente de esto. Al menos esa es la idea, pero ¿quién sabe? Podrías cometer… un error.;;;;;;;;;x
EVTDSC_RIP_20022;You are quietly contemplating your fate when suddenly the jailor enters and drags you out of your cell. Outside, [FromFrom.GetTitledFirstName] awaits. Your blood runs cold when you see [FromFrom.GetHerHis] cold grin. "Do not worry, you [GetFromFromRootInsult]. I have not come for your head. Your manhood will do just fine.";Alors que vous contemplez tranquillement votre destin, votre geôlier entre soudainement pour vous traîner hors de votre cellule. À l'extérieur, [FromFrom.Get_le_TitledFirstName] attend. Votre sang se glace lorsque vous voyez son sourire. « Ne vous inquiétez pas, [GetFromFromRootInsultNounAdj]. Je ne suis pas là pour votre tête. Votre membre viril fera l'affaire. »;Ihr denkt gerade in aller Ruhe über Euer Schicksal nach, als der Gefängnisaufseher Eure Zelle betritt und Euch davonschleift. [FromFrom.GetTitledFirstName] erwartet Euch mit einem kalten Lächeln, und Euch gefriert das Blut in den Adern. "Keine Angst. Ich bin nicht an Eurem Kopf interessiert. Eure Männlichkeit genügt mir vollauf.";;Estabas considerando tu destino en silencio cuando el carcelero entra de repente y te saca de la celda. Fuera aguarda [From.GetTitledFirstName]. Se te hiela la sangre cuando ves su fría sonrisa. «No te preocupes, [GetFromRootInsult]. No he venido a por tu cabeza. Me bastará con tu virilidad».;;;;;;;;;x
EVTDSC_RIP_20023;[From.GetTitledFirstName] is forced to spend a full hour listening to one of your guards reciting your most atrocious poetry. Not only is the brute butchering the rhythm of it, but you made certain this particular poem contains the most contrived metaphors.;Sous la contrainte, [From.Get_le_TitledFirstName] dut écouter un de vos gardes réciter votre plus atroce poésie pendant une heure entière. Non seulement la brute épaisse a massacré le rythme, mais en plus vous avez fait en sorte que ce poème comporte les métaphores les plus atroces.;[From.GetTitledFirstName] wird dazu gezwungen, eine volle Stunde lang mitanzuhören, wie eine Wache Eure scheußlichsten Gedichte deklamiert. Nicht nur, dass der Rhythmus vom talentfreien Vortrag des Wachmanns bis zur Unkenntlichkeit verstümmelt wird, auch die Metaphorik ist derart gekünstelt, dass ein ästhetisches Trauma unausweichlich erscheint.;;[From.GetTitledFirstName] es obligad[From.GetOA] a pasar una hora escuchando a uno de tus guardias recitando tu poema más espantoso. No solo es una brutal masacre del ritmo, sino que te has encargado que este poema en particular contenga las metáforas más forzadas.;;;;;;;;;x
EVTDSC_RIP_20024;[From.GetTitledFirstName] has sentenced you to one of [From.GetHerHis] infamous poetry readings. For over an hour you squirm as a brutish guard completely misunderstands the intonation of each phrase, and you find yourself wincing at each superfluous adjective.;[From.Get_Le_TitledFirstName] vous a condamné à écouter une de ses infâmes poésies. Pendant plus d'une heure, vous êtes au supplice puisqu'un garde sans convenance se méprend sur l'intonation de chaque vers et vous en arrivez à vous crisper à chaque adjectif superflu.;[From.GetTitledFirstName] hat Euch zu einem [From.GetHerHis]er berüchtigten Gedichtvorträge verurteilt. Mehr als eine Stunde lang windet Ihr Euch in Qualen, als ein viehischer Wärter bei der Intonation jeder einzelnen Phrase zuverlässig danebenliegt, und immer wieder fahrt Ihr zusammen, wenn Ihr erneut eines deplatzierten Adjektivs gewahr werdet.;;[From.GetTitledFirstName] te ha sentenciado a una de sus tristemente célebres lecturas poéticas. Te retuerces durante una hora mientras un guardia brutal se equivoca en la entonación de todos y cada uno de los versos y te estremeces con cada adjetivo superfluo.;;;;;;;;;x
EVTDSC_RIP_20025;[From.GetTitledFirstName] is forced to spend a full hour listening to a child reciting some of your most repellent poetry. Not only is the young imbecile void of rhetoric skill, but you made certain this poem is particularly trite.;[From.Get_Le_TitledFirstName], sous la contrainte, passa une heure entière à écouter un enfant réciter certaines de vos poésies les plus atroces. Non seulement le jeune imbécile est dénué de tout sens rhétorique, mais en plus vous avez fait en sorte qu'il ne ressorte que des banalités de ces vers.;[From.GetTitledFirstName] wird dazu gezwungen, eine volle Stunde lang mitanzuhören, wie ein Kind eines Eurer abstoßendsten lyrischen Machwerke rezitiert. Nicht nur ist das grenzdebile Gör frei von jeglicher rhetorischen Begabung, außerdem habt Ihr dafür gesorgt, dass das Gedicht in diesem Fall von einer ausgesuchten Banalität ist.;;[From.GetTitledFirstName] es obligad[From.GetOA] pasar una hora escuchando a un niño recitar parte de tu poesía más repelente. No solo ese joven imbécil está desprovisto de talento retórico, sino que te has asegurado de que este poema sea especialmente manido.;;;;;;;;;x
EVTDSC_RIP_20026;[From.GetTitledFirstName] has sentenced you to one of [From.GetHerHis] notorious poetry readings. A child is presented to you, to declaim the most abominable mush of sunset related laments. You have never heard anything quite so vapid.;[From.Get_Le_TitledFirstName] vous a condamné à écouter une de ses poésies tristement célèbres. Un enfant vous est présenté pour déclamer la plus abominable bouillie. Vous n'avez jamais entendu quelque chose d'aussi insipide.;[From.GetTitledFirstName] hat Euch zu einem [From.GetHerHis]er berüchtigten Gedichtvorträge verurteilt. Ihr musst ein zu Euch geschicktes Kind erdulden, das eine höchst entsetzliche Ansammlung platter, den Sonnenuntergang thematisierender Wehklagen verliest. Ihr könnt Euch nicht erinnern, jemals etwas derart Geistloses auch nur für möglich gehalten zu haben.;;[From.GetTitledFirstName] te ha sentenciado a una de sus célebres lecturas poéticas. Te presenta a un niño a recitar la pila más abominable de lamentos relacionados con el atardecer. Jamás habías oído nada más insulso.;;;;;;;;;x
EVTDSC_RIP_20027;[From.GetTitledFirstName] is forced to spend a full hour listening to one of the [Root.Religion.GetPriestTitle]s reciting some of your raunchiest poems. Not only is the holy person hesitantly mumbling out the words, but their face is reddening with each phrase. The scene is very uncomfortable.;[From.Get_Le_TitledFirstName], sous la contrainte, passa une heure entière à écouter un des [Root.Religion.GetPriestTitle]s réciter vos poèmes les plus grivois. Non seulement le saint homme marmonnait et butait sur chaque mot, mais en plus, il rougissait à chaque phrase. La scène fut très incommodante.;[From.GetTitledFirstName] wird dazu gezwungen, eine volle Stunde lang mitanzuhören, wie ein Priester eines Eurer vulgärsten Gedichte verliest. Der Priester hat nicht nur Schwierigkeiten damit, den schockierenden Inhalt laut vorzulesen, auch sein Gesicht wird mit jedem Vers roter und roter. Die ganze Situation ist aufs Unerträglichste unangenehm.;;[From.GetTitledFirstName] es obligad[From.GetOA] pasar una hora escuchando a un [Root.Religion.GetPriestTitle] recitando algunos de tus poemas más picantes. No solo esta persona santa murmura las palabras con duda, sino que su cara enrojece con cada frase. Es una escena muy incómoda.;;;;;;;;;x
EVTDSC_RIP_20028;[From.GetTitledFirstName] has sentenced you to one of [From.GetHerHis] disreputable poetry readings. The bawdy poem, and the banality of life it implied, will stay with you for a long time...;[From.Get_Le_TitledFirstName] vous a condamné à l'écoute d'un de ses poèmes déshonorants. Le poème paillard, et la banalité de la vie qu'il sous-entend resteront dans votre esprit pendant longtemps...;[From.GetTitledFirstName] hat Euch zu einem [From.GetHerHis]er schändlichen Gedichtvorträge verurteilt. Das unzüchtige Machwerk und die von ihm implizierte Banalität des Daseins wird Euch einige Zeit in quälender Erinnerung bleiben ...;;[From.GetTitledFirstName] te ha sentenciado a una lectura de su poesía de dudosa reputación. El poema subido de tono y la banalidad de la vida que implican te acompañarán durante mucho tiempo…;;;;;;;;;x
EVTOPTA_RIP_5051;Maybe we should head back to port...;Peut-être devrions-nous rentrer au port...;Vielleicht sollten wir in den Hafen zurückkehren ...;;Quizás deberíamos regresar a puerto…;;;;;;;;;x
EVTOPTA_RIP_5054;If you say so.;Si vous le dites.;Wenn Ihr meint.;;Si tú lo dices.;;;;;;;;;x
EVTOPTA_RIP_5055;Er... door hinge?;Euh... Dors ange ?;Was ... Türangel?;;Esto… ¿las bisagras?;;;;;;;;;x
EVTOPTA_RIP_5060;Call for my Court Physician at once!;Je vais immédiatement faire venir mon physicien de la Cour !;Lasst sofort meinen Hofarzt kommen!;;¡Traed a mi médico de la corte de inmediato!;;;;;;;;;x
EVTOPTA_RIP_5061_A;So [From.GetSheHe] is the one who brought this upon me! What a [GetRootFromInsult]!;Ainsi, c'est de sa faute ! Que[From.GetLLle] [GetRootFromInsultNounAdj] !;Also ist [From.GetSheHe] an meinem Elend schuld!;;¡Ya sé de quién es la culpa de mi desgracia! ¡Qué [GetRootFromInsult]!;;;;;;;x
EVTOPTA_RIP_5061_B;I will show that [GetRootFromInsult] what I do with traitors!;Je vais montrer à c[From.GetEEtte] [GetRootFromInsultNounAdj] ce que je fais aux traîtr[From.GetEEsse]s !;Zeigt diesem Menschen, was Verrat bedeutet!;;¡[GetRootFromInsult]! ¡Ya verá lo que hago con los traidores!;;;;;;;x
