EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;§Y[From.GetFirstName]§! pourrait être content[From.Get_E] de vous.;§Y[From.GetFirstName]§! könnte mit Euch zufrieden sein.;;§Y[From.GetFirstName]§! podría estar encantad[From.GetOA] contigo.;;;;;;;;;x
EVTOPTC_ZE_12004;[From.GetSheHeCap] will find I am a fierce enemy!;[From.GetIlElleCap] découvrira assez vite que je suis un redoutable ennemi !;[From.GetSheHeCap] wird es noch bereuen, mich zum Feind zu haben!;;¡[From.GetSheHeCap] descubrirá que soy un enemigo temible!;;;;;;;;;x
EVTOPTC_ZE_12010;I'll talk to [affectionate_events_char_1.GetHerHim]!;Je vais parler avec [affectionate_events_char_1.GetLuiElle] !;Ich werde mit [affectionate_events_char_1.GetPossPronoun] sprechen!;;¡Yo hablaré con [affectionate_events_char_1.GetHerHim]!;;;;;;;;;x
EVTOPTC_ZE_12012;I hate [From.GetHerHim]!;Je l'exècre !;Ich hasse [From.GetHerHim]!;;¡[From.GetHerHim] odio!;;;;;;;;;x
EVTOPTC_ZE_12014;I want more friends like this!;Je veux plus d'amis comme ça !;Ich wünschte, ich hätte mehr solche Freunde.;;¡Quiero más amigos así!;;;;;;;;;x
EVTOPTC_ZE_12020;I'll wait a little, [timid_events_char_1.GetSheHe] could come to me...;Je vais attendre un peu, [timid_events_char_1.GetIlElle] pourrait venir me voir.;Ich werde abwarten, bis [timid_events_char_1.GetSheHe] zu mir kommt ...;;Esperaré un poco, [timid_events_char_1.GetSheHe] puede venir a mí...;;;;;;;;;x
EVTOPTC_ZE_12022;All is good then!;Tout va bien, alors !;Dann ist alles gut!;;¡Todo está bien entonces!;;;;;;;;;x
EVTOPTC_ZE_12024;Umm... no, I have to go.;Hum... non, je dois y aller.;Äh... nein, ich muss gehen.;;Hum... no, tengo que irme.;;;;;;;;;x
EVTOPTC_ZE_12030;I'll ask [rowdy_events_char_1.GetHerHim]!;Je vais lui demander !;Ich werde [rowdy_events_char_1.GetHerHim] fragen!;;¡Se lo pediré a  [rowdy_events_char_1.GetHerHim]!;;;;;;;;;x
EVTOPTC_ZE_12032;That's all fine then.;Tout va bien, alors.;Dann ist alles in Ordnung.;;Entonces todo bien.;;;;;;;;;x
EVTOPTC_ZE_12034;We should do this every day!;Nous devrions faire ça tous les jours !;Das sollten wir jeden Tag machen!;;¡Deberíamos hacerlo todos los días!;;;;;;;;;x
EVTOPTC_ZE_12040;Go inside.;Aller à l'intérieur.;Geht hinein.;;Ir dentro.;;;;;;;;;x
EVTOPTC_ZE_12042;I don't want to go in there.;Je ne veux pas y aller.;Ich möchte dort nicht hineingehen.;;No quiero entrar allí.;;;;;;;;;x
EVTOPTC_ZE_12044;Come, or I'll say it was your idea.;Venez, ou je dirai que c'était votre idée.;Komm, oder ich sage, dass es deine Idee war.;;Ven o diré que fue idea tuya.;;;;;;;;;x
EVTOPTC_ZE_12046;I'm so angry!;Je suis tellement en colère !;Ich bin so wütend!;;¡Estoy tan enfadado!;;;;;;;;;x
EVTOPTC_ZE_12050;How come you can do it?;Comment faites-vous pour y arriver ?;Wie kommt's, dass Ihr das könnt?;;¿Cómo es que sabes hacerlo?;;;;;;;;;x
EVTOPTC_ZE_12052;I feel sick.;Je ne me sens pas bien.;Ich fühle mich krank.;;Me siento enfermo.;;;;;;;;;x
EVTOPTC_ZE_12054;[From.GetFirstName] is not a grown up.;[From.GetFirstName] n'est pas adulte.;[From.GetFirstName] verhält sich nicht wie ein Erwachsener.;;[From.GetFirstName] no es un adulto.;;;;;;;;;x
EVTOPTC_ZE_12056;I'm in a sad state.;Je suis dans un sale état.;Ich bin in einer erbärmlichen Verfassung.;;Estoy en un estado lamentable.;;;;;;;;;x
EVTOPTC_ZE_12060;Pay [indolent_events_char_2.GetHerHim] to get your groceries.;Payer pour qu'[indolent_events_char_2.GetIlElle] porte vos courses.;Ich werde [indolent_events_char_2.Getihmihr] Geld geben, damit die Einkäufe erledigt werden.;;Paga a [indolent_events_char_2.GetHerHim] para que vaya a comprar comida.;;;;;;;;;x
EVTOPTC_ZE_12060_TOOLTIP;May not take the offer.\n;Risque de refuser l'offre.\n;Nimmt das Angebot möglicherweise nicht an.\n;;No se puede aceptar la oferta.\n;;;;;;;;;x
EVTOPTC_ZE_12062;Job well done.;Du bon travail !;Gute Arbeit.;;Trabajo bien hecho.;;;;;;;;;x
EVTOPTC_ZE_12064;Oh tea and fresh bread!;Oh, du thé et du pain chaud !;Oh, Tee und frisches Brot!;;¡Vaya, té y pan fresco!;;;;;;;;;x
EVTOPTC_ZE_12066;Suddenly better, that's great.;Ça va mieux tout d'un coup ? Voilà qui est parfait.;Eine plötzliche Besserung. Sehr schön.;;Curad[From.GetOA] de repente, es genial.;;;;;;;;;x
EVTOPTC_ZE_12070;Hide with the man.;Se cacher avec l'homme.;Mit dem Mann verstecken.;;Escóndete con el hombre.;;;;;;;;;x
EVTOPTC_ZE_12072;Bless the child.;Bénir l'enfant.;Segnet das Kind.;;Bendito sea el niño.;;;;;;;;;x
EVTOPTC_ZE_12074;Everyone here is so boring.;Tout le monde ici est ennuyeux.;Hier sind alle so langweilig.;;Aquí todo el mundo es aburrido.;;;;;;;;;x
EVTOPTC_ZE_12076;Thank [Root.Religion.GetRandomGodName] I found [From.GetHerHim].;Que [Root.Religion.GetRandomGodName] soit loué, [From.GetIlElle] est là.;Gelobt sei [Root.Religion.GetRandomGodName], dass ich [From.GetHerHim] gefunden habe.;;Gracias a [Root.Religion.GetRandomGodName] [From.GetHerHim] encontré.;;;;;;;;;x
EVTOPTC_ZE_12080;I have to tell on [conscientious_events_char_2.GetHerHim].;Je dois révéler ce qu'[From.GetIlElle] a fait.;Ich muss [conscientious_events_char_2.GetObjectPronoun] davon erzählen.;;Tengo que contar lo de [conscientious_events_char_2.GetHerHim].;;;;;;;;;x
EVTOPTC_ZE_12082;Unfair! I'll run away.;Ce n'est pas juste ! Je vais m'enfuir.;Unfair! Ich werde davonlaufen.;;¡No es justo! Me escaparé.;;;;;;;;;x
EVTOPTC_ZE_12084;I will do it myself.;Je m'en occuperai moi-même.;Ich werde es selbst erledigen.;;Lo haré yo mismo.;;;;;;;;;x
EVTOPTC_ZE_12090;It's too hot.;C'est trop chaud.;Es ist zu heiß.;;Está demasiado caliente.;;;;;;;;;x
EVTOPTC_ZE_12092;One more step towards growing up.;Un pas de plus vers la vie adulte.;Ein weiterer Schritt zum Erwachsenwerden.;;Un paso más para en su crecimiento.;;;;;;;;;x
EVTOPTC_ZE_12094;It stinks!;Ça pue !;Es gefällt mir nicht!;;¡Apesta!;;;;;;;;;x
EVTOPTC_ZE_12096;It stinks!;Ça pue !;Es ist schrecklich!;;¡Apesta!;;;;;;;;;x
EVTOPTC_ZE_12100;Place it on the table and ask about it later.;Placez-la sur la table et posez des questions plus tard.;Legt es auf den Tisch und fragt später danach.;;La pongo en la mesa y más tarde preguntaré sobre ella.;;;;;;;;;x
EVTOPTC_ZE_12102;I should give [From.GetHerHim] some treats.;Je devrais lui donner des cadeaux.;Ich sollte [From.Getihmihr] ein paar Leckereien spendieren.;;Debo dar[From.GetHerHim] algunas golosinas.;;;;;;;;;x
EVTOPTC_ZE_12104;[From.GetSheHeCap] is so much fun!;[From.GetIlElleCap] est tellement drôle !;[From.GetSheHeCap] ist wirklich lustig!;;¡[From.GetSheHeCap] es tan gracios[From.GetOA]!;;;;;;;;;x
EVTOPTC_ZE_12106;Maybe I should have dealt with it differently.;Peut-être que j'aurais dû réagir différemment.;Vielleicht hätte ich das anders lösen sollen.;;Tal vez debería haberme comportado de otro modo.;;;;;;;;;x
EVTOPTC_ZE_12110;Everything is better when [idolizer_events_char_2.GetSheHe] is around.;Tout est mieux lorsqu'[idolizer_events_char_2.GetIlElle] est dans le coin.;Alles ist schöner, wenn [idolizer_events_char_2.GetSheHe] dabei ist.;;Todo es mejor cuando [idolizer_events_char_2.GetSheHe] está presente.;;;;;;;;;x
EVTOPTC_ZE_12112;[From.GetSheHeCap] is a joy to have around.;[From.GetIlElleCap] est adorable. C'est un plaisir d'être en sa présence.;[From.GetSheHeCap] ist wirklich eine gute Gesellschaft.;;[From.GetSheHeCap] es una alegría tenerlo aquí.;;;;;;;;;x
EVTOPTC_ZE_12114;What a hero.;C'est digne d'un héros.;Was für ein Held.;;Qué [From.GetHeroeHeroina].;;;;;;;;;x
EVTOPTC_ZE_12116;What a sweetie.;Si adorable.;So ein Schatz.;;Qué encanto.;;;;;;;;;x
EVTOPTC_ZE_12210;I name you Smelly.;Je t'appellerai Grignoteur.;Ich taufe dich Stinki.;;Te llamaré Olores.;;;;;;;;;x
EVTOPTC_ZE_12219;I'll never forget you, Smelly!;Je ne t'oublierai jamais, Grignoteur !;Ich werde dich niemals vergessen, Stinki!;;¡Nunca te olvidaré, Olores!;;;;;;;;;x

EVTOPTD_ZE_12000;I think I'll join in!;Je vais me joindre à [haughty_events_char_1.GetLuiElle] !;Da mache ich doch sofort mit!;;¡Creo que me uniré a él!;;;;;;;;;x
EVTOPTD_ZE_12002;I'll show the [GetRootFromInsult]!;Je vais lui montrer, à c[From.GetEEtte] [GetRootFromInsultNounAdj] !;Ich werde mich dafür rächen!;;¡Se va enterar ese [GetRootFromInsult]!;;;;;;;;;x
EVTOPTD_ZE_12004;Now, where are my toys...?;Bon, où sont mes jouets... ?;Und jetzt, wo sind meine Spielsachen ...?;;Bueno, ¿dónde están mis juguetes...?;;;;;;;;;x
EVTOPTD_ZE_12010;I'll stick my tongue out at [affectionate_events_char_1.GetHerHim] and run away!;Je vais tirer la langue en sa direction et m'enfuir !;Ich strecke [affectionate_events_char_1.GetPossPronoun] die Zunge heraus und laufe weg!;;¡[affectionate_events_char_1.GetHerHim] sacaré la lengua y escaparé!;;;;;;;;;x
EVTOPTD_ZE_12012;How nice!;Comme c'est gentil !;Wie nett!;;¡Qué bonito!;;;;;;;;;x
EVTOPTD_ZE_12014;I'll come see you again tomorrow!;Je reviendrai vous voir demain !;Ich komme morgen bei dir vorbei!;;¡Mañana volveré a verte!;;;;;;;;;x
EVTOPTD_ZE_12020;Yes, we should play!;Oui, nous devrions jouer !;Ja, lass uns spielen!;;¡Sí, tenemos que jugar!;;;;;;;;;x
EVTOPTD_ZE_12022;I'll go and talk to [From.GetHerHim]!;Je vais aller lui parler !;Ich werde mit [From.Getihmihr] sprechen!;;¡Iré a hablar con [From.GetHerHim]!;;;;;;;;;x
EVTOPTD_ZE_12024;Yes, let's play!;Oui, allons jouer !;Ja, lass uns spielen!;;¡Sí, vamos a jugar!;;;;;;;;;x
EVTOPTD_ZE_12030;Or maybe we should just play dice instead.;Ou peut-être que nous devrions plutôt simplement jouer aux dés.;Oder vielleicht sollten wir besser würfeln.;;O a lo mejor deberíamos jugar a los dados.;;;;;;;;;x
EVTOPTD_ZE_12032;Yes!;Oui !;Ja!;;¡Sí!;;;;;;;;;x
EVTOPTD_ZE_12034;That was fun, now let's play dice.;C'était amusant, maintenant allons jouer aux dés.;Das war lustig. Komm, jetzt würfeln wir!;;Fue divertido, ahora vamos a jugar a los dados.;;;;;;;;;x
EVTOPTD_ZE_12040;Turn back.;Rebrousser chemin.;Dreht um.;;Volverte atrás;;;;;;;;;x
EVTOPTD_ZE_12042;I can do this.;J'en suis capable.;Ich kann das nicht tun.;;Puedo hacerlo.;;;;;;;;;x
EVTOPTD_ZE_12044;You're right.;Vous avez raison.;Du hast recht.;;Tienes razón.;;;;;;;;;x
EVTOPTD_ZE_12046;Don't mess with [Root.GetFirstName].;Ne vous frottez pas à [Root.GetFirstName].;Leg dich nicht mit [Root.GetFirstName] an.;;No te metas con [Root.GetFirstName].;;;;;;;;;x
EVTOPTD_ZE_12050;Keep trying.;Réessayer;Versucht es noch einmal.;;Seguir intentándolo.;;;;;;;;;x
EVTOPTD_ZE_12052;It's easy, you can do it.;C'est facile, vous pouvez y arriver.;Es ist ganz einfach. Du schaffst das.;;Es fácil, puedes hacerlo.;;;;;;;;;x
EVTOPTD_ZE_12054;Comfort [From.GetHerHim].;Se montrer réconfortant.;Tröstet [From.GetHerHim].;;Consolar[From.GetHerHim].;;;;;;;;;x
EVTOPTD_ZE_12056;I can change. I will change.;Je peux changer. Je vais changer.;Ich kann mich ändern. Ich werde mich ändern.;;Puedo cambiar. Voy a cambiar.;;;;;;;;;x
EVTOPTD_ZE_12060;Join up with [indolent_events_char_2.GetHerHim].;Y aller ensemble.;Ich werde mich [indolent_events_char_2.Getihmihr] anschließen.;;Unirse con [indolent_events_char_2.GetSheHe].;;;;;;;;;x
EVTOPTD_ZE_12062;Very easy money.;De l'argent facilement gagné.;Wirklich leicht verdientes Geld.;;Dinero muy fácil.;;;;;;;;;x
EVTOPTD_ZE_12064;Maybe I should help [From.GetHerHim].;Je devrais sans doute aller l'aider.;Vielleicht sollte ich [From.Getihmihr] helfen.;;Tal vez debería ayudar[From.GetHerHim].;;;;;;;;;x
EVTOPTD_ZE_12070;Answer [playful_events_char_2.GetFirstName].;Répondre à [playful_events_char_2.GetFirstName].;[playful_events_char_2.GetFirstName] antworten.;;Responde a [playful_events_char_2.GetFirstName];;;;;;;;;x
EVTOPTD_ZE_12072;Easy money.;De l'argent facilement gagné.;Leicht verdientes Geld.;;Dinero fácil.;;;;;;;;;x
EVTOPTD_ZE_12074;I win, easy.;J'ai gagné facilement.;Ich gewinne, mit Leichtigkeit.;;Gano, fácil.;;;;;;;;;x
EVTOPTD_ZE_12080;No one will find out!;Personne ne le découvrira !;Niemand wird es herausfinden!;;¡Nadie lo averiguará!;;;;;;;;;x
EVTOPTD_ZE_12082;Stupid dishes.;Stupides assiettes.;Blödes Geschirr.;;Platos estúpidos.;;;;;;;;;x
EVTOPTD_ZE_12084;I can spend time reading.;Je peux passer du temps à lire.;Ich kann eine Weile lesen.;;Puedo pasar tiempo leyendo.;;;;;;;;;x
EVTOPTD_ZE_12090;I should trust [fussy_events_char_2.GetFirstName].;Je devrais faire confiance à [fussy_events_char_2.GetFirstName].;Ich sollte [fussy_events_char_2.GetFirstName] vertrauen.;;Debo confiar en [fussy_events_char_2.GetFirstName].;;;;;;;;;x
EVTOPTD_ZE_12092;Touch the food to make sure.;Touchez la nourriture pour vous en assurer.;Das Essen anfassen, um sicherzugehen.;;Toca la comida para asegurarte.;;;;;;;;;x
EVTOPTD_ZE_12094;Oh I thought I had lost it.;Oh, je croyais l'avoir perdu.;Oh, ich dachte schon, ich hätte es verloren.;;Vaya, pensé que lo había perdido.;;;;;;;;;x
EVTOPTD_ZE_12096;Oh I thought I had lost it.;Oh, je croyais l'avoir perdu.;Oh, ich dachte schon, ich hätte es verloren.;;Vaya, pensé que lo había perdido.;;;;;;;;;x
EVTOPTD_ZE_12100;I should find out. It could be important.;Je devrais le savoir. C'est peut-être important.;Ich sollte es herausfinden. Möglicherweise ist es wichtig.;;Debería averiguarlo. Podría ser importante.;;;;;;;;;x
EVTOPTD_ZE_12102;I'll teach [From.GetHerHim] to be less nosy.;Je vais lui apprendre à ne pas fourrer son nez n'importe où.;Ich werde [From.GetPossPronoun] die Neugierde austreiben.;;Yo te enseñaré [From.GetHerHim] a ser menos cotilla.;;;;;;;;;x
EVTOPTD_ZE_12104;That was a secret letter!;C'était une lettre secrète !;Das war ein geheimer Brief!;;¡Era una carta secreta!;;;;;;;;;x
EVTOPTD_ZE_12106;A step in the right direction.;Un pas dans la bonne direction.;Ein Schritt in die richtige Richtung.;;Un paso en la dirección correcta.;;;;;;;;;x
EVTOPTD_ZE_12110;I will stay friends with [idolizer_events_char_2.GetHerHim] forever.;Nous serons, [idolizer_events_char_2.GetLuiElle] et moi, amis pour toujours.;Wir werden für alle Zeiten Freunde sein.;;[idolizer_events_char_2.GetSheHeCap] y yo seremos amigos/as para siempre.;;;;;;;;;x
EVTOPTD_ZE_12112;I'll kiss [From.GetFirstName] on the cheek.;Je l'embrasserai sur la joue.;Ich küsse [From.GetFirstName] auf die Wange.;;Besaré a [From.GetFirstName] en la mejilla.;;;;;;;;;x
EVTOPTD_ZE_12114;Grownups can do anything.;Rien n'arrête un adulte.;Erwachsene können alles tun.;;Los adultos pueden hacer cualquier cosa.;;;;;;;;;x
EVTOPTD_ZE_12116;I don't like [From.GetHerHim] anyway...;De toute manière, je ne l'aime pas...;Ich mag [From.GetHerHim] sowieso nicht ...;;De todas maneras, [From.GetHerHim] no me gusta.;;;;;;;;;x
EVTOPTD_ZE_12210;Hello, food...;Bonjour, nourriture...;Oh, mein Essen ist da!;;Hola, comida...;;;;;;;;;x

EVTOPTE_ZE_12000;I'll see him punished for addressing me like that!;Je m'assurerai qu'il soit puni pour s'être adressé à moi de la sorte !;Ich sorge dafür, dass er für diese freche Bemerkung bestraft wird!;;¡Haré que le castiguen por dirigirse a mí de ese modo!;;;;;;;;;x
EVTOPTE_ZE_12000_TOOLTIP1;Peasants get angry.;Les paysans se mettent en colère.;Die Bauern werden böse.;;Los campesinos se enfadan.;;;;;;;;;x
EVTOPTE_ZE_12000_TOOLTIP2;Peasants are subdued.;Les paysans restent silencieux.;Die Bauern werden unterworfen.;;Los campesinos son sometidos.;;;;;;;;;x
EVTOPTE_ZE_12002;How weak, how adorable.;Tellement faible, tellement adorable.;Wie schwach ... und wie süß.;;Que débil, qué adorable.;;;;;;;;;x
EVTOPTE_ZE_12004;We'll deal with them as they deserve.;Nous nous occuperons d'eux comme ils le méritent.;Wir werden so handeln, wie sie es verdienen.;;Trataremos con ellos como merecen.;;;;;;;;;x
EVTOPTE_ZE_12010;I'll share my bread with [Root.GetHerHim]!;Je vais partager mon pain avec [Root.GetLuiElle] !;Ich teile mein Brot mit [Root.Getihmihr]!;;¡Compartiré mi pan con [Root.GetHerHim]!;;;;;;;;;x
EVTOPTE_ZE_12010_TOOLTIP1;You do a good deed.;Vous faites une bonne action.;Ihr tut eine gute Tat.;;Haces una buena acción.;;;;;;;;;x
EVTOPTE_ZE_12010_TOOLTIP2;You do a good deed, but someone sees you...;Vous faites une bonne action, mais quelqu'un vous voit...;Ihr tut eine gute Tat, aber jemand sieht Euch dabei ...;;Haces una buena acción, pero alguien te ve...;;;;;;;;;x
EVTOPTE_ZE_12012;Begone, [GetRootFromInsult]!;Dégagez, [GetRootFromInsultNounAdj] !;Verschwinde!;;¡Vade retro, [GetRootFromInsult]!;;;;;;;;;x
EVTOPTE_ZE_12014;This was fun!;C'était très divertissant !;Das war echt toll!;;¡Fue muy divertido!;;;;;;;;;x
EVTOPTE_ZE_12020;No way!;Pas question !;Auf keinen Fall!;;¡Ni hablar!;;;;;;;;;x
EVTOPTE_ZE_12020_TOOLTIP1;Guests are amused.;Les invités sont divertis.;Die Gäste fühlen sich unterhalten.;;¡Los huéspedes se divierten!;;;;;;;;;x
EVTOPTE_ZE_12020_TOOLTIP2;Guests are offended.;Les invités sont offensés.;Die Gäste fühlen sich beleidigt.;;Los huéspedes se sienten ofendidos.;;;;;;;;;x
EVTOPTE_ZE_12022;What's [From.GetSheHe] staring at? It's annoying!;Qu'est-ce qu'[From.GetIlElle] regarde ? C'est agaçant !;Was glotzt [From.GetSheHe] denn so? Das ist ja schrecklich!;;¿Por qué [From.GetSheHe] me mira fijamente? ¡Es molesto!;;;;;;;;;x
EVTOPTE_ZE_12024;Oh yes!;Oh oui !;Oh, ja!;;¡Sí, venga!;;;;;;;;;x
EVTOPTE_ZE_12030;I'm not afraid!;Je n'ai pas peur !;Ich habe keine Angst!;;¡No tengo miedo!;;;;;;;;;x
EVTOPTE_ZE_12030_TOOLTIP1;Slipped while climbing.;J'ai glissé en escaladant.;Rutscht beim Klettern aus.;;Se desliza al subir.;;;;;;;;;x
EVTOPTE_ZE_12030_TOOLTIP2;Up and down like a squirrel.;Montée et descente comme un écureuil.;Hinauf und hinunter wie ein Eichhörnchen.;;Arriba y abajo como una ardilla.;;;;;;;;;x
EVTOPTE_ZE_12032;No, I'm a good [Root.GetBoyGirl].;Non, je suis un[Root.Get_E] enfant exemplaire.;Nein, ich bin ein artige[Root.GetrMale][GetsMaleOpp] [Root.GetBoyGirl].;;No, soy un[Root.GetXA] [Root.GetBoyGirl] buen[Root.GetOA].;;;;;;;;;x
EVTOPTE_ZE_12034;What a shame.;Quel dommage.;Wie schade.;;¡Qué pena!;;;;;;;;;x
EVTOPTE_ZE_12040;If I wait long enough.;Si j'attends suffisamment longtemps.;Wenn ich lange genug warte.;;Si espero lo suficiente.;;;;;;;;;x
EVTOPTE_ZE_12040_TOOLTIP1;Catch something.;Attraper quelque chose.;Fangt etwas.;;Coger algo.;;;;;;;;;x
EVTOPTE_ZE_12040_TOOLTIP2;Waste time.;Perdre du temps.;Vergeudet Zeit.;;Perder tiempo;;;;;;;;;x
EVTOPTE_ZE_12044;They will tell stories of today.;Ils chanteront des balades sur ce qui s'est passé aujourd'hui.;Von diesem Tag wird man noch lange sprechen.;;Se contarán historias sobre el día de hoy.;;;;;;;;;x
EVTOPTE_ZE_12050;Stop them.;Les arrêter;Haltet sie auf.;;Detenerlos.;;;;;;;;;x
EVTOPTE_ZE_12052;Not everyone can do it.;Ce n'est pas donné à tout le monde.;Nicht jeder kann das.;;No todo el mundo puede hacerlo.;;;;;;;;;x
EVTOPTE_ZE_12054;Everyone can do it but me.;Tout le monde peut y arriver, sauf moi.;Jeder kann das, nur ich nicht.;;Todo el mundo puede hacerlo menos yo.;;;;;;;;;x
EVTOPTE_ZE_12056;Many things seem to trouble this child.;Beaucoup de choses semblent préoccuper c[From.GetEtEtte] enfant.;Das Kind scheint mit so einigem seine Probleme zu haben.;;Parece que a est[From.GetEA] niñ[From.GetOA] le preocupan muchas cosas.;;;;;;;;;x
EVTOPTE_ZE_12060;Go see what they are doing.;Aller voir ce qu'ils font.;Ich werde nachsehen, was sie tun.;;Ir a ver qué están haciendo.;;;;;;;;;x
EVTOPTE_ZE_12062;I refuse!;Je refuse !;Ich weigere mich!;;¡Me niego!;;;;;;;;;x
EVTOPTE_ZE_12064;I could use a nap right now.;Une sieste me ferait le plus grand bien.;Ich könnte ein Nickerchen vertragen.;;Una siesta me vendría bien.;;;;;;;;;x
EVTOPTE_ZE_12070;I can tickle her.;Je peux la chatouiller.;Ich kann sie kitzeln.;;Le hago cosquillas.;;;;;;;;;x
EVTOPTE_ZE_12070_TOOLTIP1;Gardener is tickly.;La jardinière est chatouilleuse.;Die Gärtnerin ist kitzlig.;;La jardinera tiene cosquillas.;;;;;;;;;x
EVTOPTE_ZE_12070_TOOLTIP2;Gardener doesn't appreciate tickling.;La jardinière n'apprécie pas les chatouilles.;Die Gärtnerin mag es nicht, gekitzelt zu werden.;;La jardinera no aprecia las cosquillas.;;;;;;;;;x
EVTOPTE_ZE_12072;Call for [playful_events_char_2.GetFirstName].;Interpeller [playful_events_char_2.GetFirstName].;Nach [playful_events_char_2.GetFirstName] rufen.;;Llama a [playful_events_char_2.GetFirstName].;;;;;;;;;x
EVTOPTE_ZE_12074;I wonder who that was.;Je me demande qui c'était.;Ich frage mich, wer das wohl war.;;Me pregunto quién sería.;;;;;;;;;x
EVTOPTE_ZE_12080;I have to go look for it.;Je dois essayer de mettre la main dessus.;Ich muss losgehen und nachsehen!;;Tengo que ir a buscarlo.;;;;;;;;;x
EVTOPTE_ZE_12080_TOOLTIP1;Becoming ill;Devenir malade;Krank werden;;Enfermando;;;;;;;;;x
EVTOPTE_ZE_12080_TOOLTIP2;Successful find;Bonne trouvaille;Erfolgreicher Fund;;Encontrado con éxito;;;;;;;;;x
EVTOPTE_ZE_12082;We had so much fun together.;On s'est tellement amusé ensemble.;Wir haben uns prächtig amüsiert.;;Nos divertimos mucho juntos.;;;;;;;;;x
EVTOPTE_ZE_12084;The grownups are happy.;Les adultes sont contents.;Die Erwachsenen sind erfreut.;;Los adultos están felices.;;;;;;;;;x
EVTOPTE_ZE_12090;I can make it if I run.;Je peux y arriver si je cours.;Wenn ich laufe, kann ich es schaffen.;;Si corro, puedo conseguirlo.;;;;;;;;;x
EVTOPTE_ZE_12090_TOOLTIP1;Make it with no effort;Y arriver sans effort;Ohne Anstrengung erfolgreich sein;;Lo logro sin problemas;;;;;;;;;x
EVTOPTE_ZE_12090_TOOLTIP2;Out in the cold too long;Trop longtemps dehors dans le froid;Zu lange draußen in der Kälte;;Fuera en el frío demasiado tiempo.;;;;;;;;;x
EVTOPTE_ZE_12092;Let [From.GetHerHim] wait.;Qu'[From.GetIlElle] attende.;Lasst [From.GetHerHim] warten.;;Deja[From.GetHerHim] esperar.;;;;;;;;;x
EVTOPTE_ZE_12094;But now [From.GetSheHe] touched it.;Mais maintenant, [From.GetIlElle] a mis ses doigts dedans.;Aber jetzt hat [From.GetSheHe] es angefasst.;;Pero ahora [From.GetSheHe] lo tocó.;;;;;;;;;x
EVTOPTE_ZE_12096;Hopeless.;Désespérant.;Hoffnungslos.;;No tiene remedio;;;;;;;;;x
EVTOPTE_ZE_12100;I should investigate.;Je devrais enquêter.;Ich sollte Nachforschungen anstellen.;;Debería investigar.;;;;;;;;;x
EVTOPTE_ZE_12100_TOOLTIP1;Find something nasty.;Trouver quelque chose de méchant.;Findet etwas Unangenehmes.;;Encuentra algo desagradable.;;;;;;;;;x
EVTOPTE_ZE_12100_TOOLTIP2;Find a friend.;Trouver un ami.;Findet einen Freund.;;Encontrar a un amigo.;;;;;;;;;x
EVTOPTE_ZE_12102;[From.GetSheHeCap] could use some practice reading.;Il lui serait utile d'apprendre à lire.;[From.GetSheHeCap] täte gut daran, das Lesen zu üben.;;[From.GetSheHeCap] le puede venir bien practicar la lectura.;;;;;;;;;x
EVTOPTE_ZE_12104;It wasn't mine to read.;Je n'avais pas à la lire.;Er war nicht für meine Augen bestimmt.;;Yo no tenía que leerla.;;;;;;;;;x
EVTOPTE_ZE_12110;[Root.Religion.GetRandomGodNameCap] will notice my dedication.;[Root.Religion.GetRandomGodNameCap] remarquera mon dévouement.;[Root.Religion.GetRandomGodNameCap] wird meine Hingabe bemerken.;;[Root.Religion.GetRandomGodNameCap] se dará cuenta de mi dedicación.;;;;;;;;;x
EVTOPTE_ZE_12112;[From.GetSheHeCap] is kind. But I don't feel that way.;[From.GetIlElleCap] est la gentillesse incarnée, mais je ne ressens pas la même chose.;[From.GetSheHeCap] ist sehr nett. Aber ich teile diese Ansichten nicht.;;[From.GetSheHeCap] es amable. Pero no me lo parece.;;;;;;;;;x
EVTOPTE_ZE_12114;[From.GetSheHeCap] is the best.;[From.GetIlElleCap] est incomparable.;[From.GetSheHeCap] ist am besten.;;[From.GetSheHeCap] es [From.GetElLa] mejor.;;;;;;;;;x

EVTOPTF_ZE_12000;I'll nod and accept the compliment graciously.;J'opinerai du chef et accepterai le compliment gracieusement.;Ich nicke und nehme das Kompliment würdevoll an.;;Asentiré y aceptaré el elogio graciosamente.;;;;;;;;;x
EVTOPTF_ZE_12002;There's room for everyone.;Il y a de la place pour tout le monde.;Es ist Platz für jeden.;;Hay sitio para todos.;;;;;;;;;x
EVTOPTF_ZE_12004;I know how to handle these things.;Je sais comment gérer ces choses-là.;Ich weiß, was bei solch einer Sache zu tun ist.;;Sé cómo manejar estas cosas.;;;;;;;;;x
EVTOPTF_ZE_12010;I'll leave before [Root.GetSheHe] tries to steal from me!;Je vais partir avant qu'[Root.GetIlElle] n'essaie de me voler !;Ich gehe weg, bevor [Root.GetSheHe] noch versucht, mich zu bestehlen!;;¡Me iré antes de que [Root.GetSheHe] me lo intente robar!;;;;;;;;;x
EVTOPTF_ZE_12012;What a strange child.;Quel étrange enfant...;Was für ein seltsames Kind.;;Qué niño tan extraño.;;;;;;;;;x
