RULE_SIEGE_ASSAULTS_ON_DESC;Armies can attempt to take besieged Holdings by storm if the Fort Level is lower than 6.;Les armées peuvent tenter de prendre d'assaut les propriétés assiégées si le niveau de fortification est inférieur à 6.;Armeen können versuchen, belagerte Besitztümer zu stürmen, wenn die Festungsstufe niedriger als 6 ist.;;Ejércitos pueden intentar asaltar las posesiones asediadas si el nivel de fortaleza es menor que 6.;;;;;;;;;x
RULE_SIEGE_ASSAULTS_UNLIMITED_DESC;Armies can always attempt to take besieged Holdings by storm.;Les armées peuvent toujours tenter de prendre d'assaut les propriétés assiégées;Armeen können jederzeit versuchen, belagerte Besitztümer zu stürmen.;;Ejércitos siempre pueden intentar asaltar las posesiones asediadas.;;;;;;;;;x
RULE_SIEGE_EVENTS;Siege Events;Événements de siège;Belagerungsereignisse;;Eventos de asedio;;;;;;;;;x
RULE_SIEGE_EVENTS_DEFENDERS_DESC;Siege events may affect only the defenders.;Les événements de siège n'affectent que les défenseurs.;Belagerungsereignisse beeinflussen nur den Verteidiger.;;Los eventos de asedio solo afectarán a los defensores.;;;;;;;;;x
RULE_SIEGE_EVENTS_OFF_DESC;No regular siege events may occur for either side.;Les événements de siège ordinaires ne se produisent pour aucun camp.;Es treten keine Ereignisse während einer Belagerung für beide Seiten auf.;;No habrá eventos normales de asedio para ningún bando.;;;;;;;;;x
RULE_SIEGE_EVENTS_ON_DESC;Various events may occur for both sides during sieges.;Les événements de siège ordinaires peuvent se produire pour les deux camps.;Zahlreiche Ereignisse können während einer Belagerung für beide Seiten auftreten.;;Durante los asedios pueden ocurrir varios eventos para ambos bandos.;;;;;;;;;x
RULE_SILLY;Absurd Events;Événements absurdes;Absurde Ereignisse;;Eventos absurdos;;;;;x
RULE_SILLY_OFF_DESC;No absurd events may appear during the game.;Les événements absurdes ne peuvent pas se produire durant la partie.;Während dem Spiel tauchen KEINE absurden Ereignisse auf.;;No habrá eventos absurdos durante la partida.;;;;;x
RULE_SILLY_ON_DESC;Absurd events may appear during the game.;Les événements absurdes pourraient se produire durant la partie.;Während dem Spiel können absurde Ereignisse auftreten.;;Podrá haber eventos absurdos durante la partida.;;;;;x
RULE_SILLY_UNRESTRICTED_DESC;AI rulers will be eligible to receive absurd events.;Les dirigeants IA seront peuvent eux aussi recevoir des événements absurdes.;KI-Herrscher können absurde Ereignisse erhalten.;;Los gobernantes IA podrán recibir eventos absurdos.;;;;;x
RULE_SUPERNATURAL;Supernatural Events;Événements surnaturels;Übernatürliche Ereignisse;;Eventos sobrenaturales;;;;;;;;;x
RULE_SUPERNATURAL_OFF_DESC;No events that can be interpreted as supernatural may appear during the game.;Aucun événement pouvant être interprété comme surnaturel ne peut survenir durant la partie.;Ereignisse, die als übernatürlich gewertet werden können, können während des Spiels nicht auftreten.;;La Peste bubónica aparecerá con frecuencia y será extraordinariamente mortal. §RADVERTENCIA: ¡No se recomienda este ajuste para un juego normal!§!;;;;;;;;;x
RULE_SUPERNATURAL_ON_DESC;Events that can be interpreted as supernatural may appear during the game.;Les événements pouvant être interprétés comme surnaturels peuvent survenir durant la partie.;Ereignisse, die als übernatürlich gewertet werden können, können während des Spiels auftreten.;;La Peste bubónica aparecerá como muy pronto, 200 años después de empezar el juego. Tras un brote importante la epidemia se convertirá en endémica.;;;;;;;;;x
RULE_SUPERNATURAL_UNRESTRICTED_DESC;AI rulers will be eligible to receive supernatural events such as the Demon Child, Wolf's Blood and Immortality event chains.;Les personnages dirigés par l'IA sont éligibles aux chaînes d'événements telles que l'enfant démon, le sang du loup et l'immortalité.;KI-Herrscher sind berechtigt, übernatürliche Ereignisse wie das Dämonenkind, Wolfsblut und Unsterblichkeit-Ereignisketten zu erhalten.;;Los gobernantes de IA podrán optar a recibir eventos sobrenaturales como las cadenas de eventos Hijo del demonio, Sangre de lobo e Inmortalidad.;;;;;;;;;x
RULE_TURKIC_INVASIONS;Turkic Conquerors;Conquérants turciques;Türkische Eroberer;;Conquistadores túrquicos;;;;;x
RULE_TURKIC_INVASIONS_HISTORICAL_DESC;The great Central Asian Turkic conquerors Sabuktigin, Seljuk and Timur will tend to rise in their historical timeframes.;Les grands conquérants turciques d'Asie centrale (Subuktigîn, Seldjouk et Timour) tendront à apparaître à leurs périodes historiques.;Die großen türkischen Eroberer aus Zentralasien, Sabuktigin, Seljuk und Timur werden dazu tendieren, innerhalb ihrer historischen Zeitrahmen aufzutreten.;;Los grandes conquistadores túrquicos de Asia Central Sabuktigin, Seljuk y Timur tenderán a ganar importancia en sus épocas respectivas.;;;;;x
RULE_TURKIC_INVASIONS_OFF_DESC;The great Turkic conquerors will never rise.;Les grands conquérants turciques n'apparaîtront jamais.;Die großen türkischen Eroberer treten nie auf.;;Los grandes conquistadores túrquicos nunca serán importantes.;;;;;x
RULE_TURKIC_INVASIONS_RANDOM_DESC;Sabuktigin, Seljuk and Timur can appear in a wider time span.;Subuktigîn, Seldjouk et Timour peuvent apparaître sur une période plus large.;Sabuktigin, Seljuk und Timur können in einem breiteren Zeitrahmen auftreten.;;Sabuktigin, Seljuk y Timur pueden aparecer en un periodo de tiempo más amplio.;;;;;x
RULE_UNJUSTIFIED_OFF_DESC;Characters cannot start Border Disputes.;Les personnages ne peuvent pas commencer les disputes frontalières.;Charaktere können keine Grenzdispute beginnen.;;Personajes no pueden iniciar disputas fronterizas.;;;;;;;;;x
RULE_UNJUSTIFIED_ON_DESC;Characters can, through spending Piety and Gold, start Border Dispute wars targeting single counties.;Les personnages peuvent, en dépensant de la piété et de l'or, déclarer une guerre de dispute frontalière ciblant un unique comté.;Charaktere können durch das Ausgeben von Pietät und Gold Grenzdisputkriege auf einzelne Länder beginnen.;;Personajes pueden iniciar guerras de disputas fronterizas dirigidas a condados individuales, gastando piedad y oro.;;;;;;;;;x
RULE_UNJUSTIFIED_WARS;§BJade Dragon:§! Border Dispute Wars;Guerres de disputes frontalières (§BJade Dragon§! - Dragon de Jade);§BJade Dragon:§! Grenzdisputkriege;;§BJade Dragon:§! Guerras de disputas fronterizas;;;;;;;;;x
RULE_VASSAL_LIMIT;Vassal Limit;Nombre limite de vassaux;Vasallenlimit;;Límite de vasallos;;;;;;;;;x
RULE_VASSAL_LIMIT_DEFAULT_DESC;The Vassal Limit and number of vassals a ruler can control without penalties is at the default level.;Le nombre limite de vassaux qu'un personnage peut contrôler sans pénalités est au niveau par défaut.;Das Vasallenlimit und die Anzahl der Vasallen, die ein Herrscher ohne Bußen kontrollieren kann, ist auf der Standardstufe.;;El límite de vasallos y la cantidad de vasallos que un gobernante puede controlar sin penalizaciones está en el nivel por defecto.;;;;;;;;;x
RULE_VASSAL_LIMIT_HALF_DESC;The Vassal Limit is reduced to half the default level.;Le nombre limite de vassaux est réduit de moitié.;Das Vasallenlimit ist auf die Hälfte der Standardstufe reduziert.;;El límite de vasallos se reduce a la mitad del nivel por defecto.;;;;;;;;;x
RULE_VASSAL_LIMIT_QUARTERED_DESC;The Vassal Limit is reduced to a fourth of the default level.;Le nombre limite de vassaux est le quart de celui par défaut.;Das Vasallenlimit ist auf ein Viertel der Standardstufe reduziert.;;El límite de vasallos se reduce a un cuarto del nivel por defecto.;;;;;;;;;x
RULE_VASSAL_LIMIT_UNLIMITED_DESC;There is no limit to the number of vassals a ruler can control.;Il n'y a pas de nombre limite de vassaux.;Die Anzahl der Vasallen, die ein Herrscher kontrollieren kann, ist nicht begrenzt.;;No hay límite en la cantidad de vasallos que puede controlar un gobernante.;;;;;;;;;x
RULE_VASSAL_REPUBLICS;Vassal Republics;Républiques vassales;Vasallenrepubliken;;Repúblicas vasallas;;;;;;;;;x
RULE_VASSAL_REPUBLICS_RESTRICTED_DESC;You are limited to a small proportion of Republics among your vassals.;Vous pouvez avoir une petite proportion de républiques parmi vos vassaux.;Ihr könnt nur eine begrenzte Anzahl an Vasallenrepubliken haben.;;Solo puedes tener una pequeña proporción de repúblicas entre tus vasallos.;;;;;;;;;x
RULE_VASSAL_REPUBLICS_UNRESTRICTED_DESC;You can have any number of vassal Republics.;Vous pouvez avoir autant de républiques vassales que vous voulez.;Ihr könnt eine beliebige Anzahl an Vasallenrepubliken haben.;;Puedes tener cualquier número de repúblicas vasallas.;;;;;;;;;x
RULE_VASSAL_THEOCRACIES;Vassal Theocracies;Théocraties vassales;Vasallentheokratien;;Teocracias vasallas;;;;;;;;;x
RULE_VASSAL_THEOCRACIES_RESTRICTED_DESC;You are limited to a small proportion of Theocracies among your vassals.;Vous pouvez avoir une petite proportion de théocraties parmi vos vassaux.;Ihr könnt nur eine begrenzte Anzahl an Vasallentheokratien haben.;;Solo puedes tener una pequeña proporción de teocracias entre tus vasallos.;;;;;;;;;x
RULE_VASSAL_THEOCRACIES_UNRESTRICTED_DESC;You can have any number of vassal Theocracies.;Vous pouvez avoir autant de théocraties vassales que vous voulez.;Ihr könnt eine beliebige Anzahl an Vasallentheokratien haben.;;Puedes tener cualquier número de teocracias vasallas.;;;;;;;;;x
RULE_WITHIN_RANGE_DESC;Only characters within China's Diplomatic Range can use Grace Actions.;Seuls les personnages à portée diplomatique de la Chine peuvent utiliser les actions de Grâce.;Nur Charaktere in diplomatischer Reichweite zu China können Gunst-Aktionen benutzen;;Solo personajes dentro del alcance diplomático de China pueden usar acciones de gracia;;;;;;;;;x
RULE_WONDERS;Great Works;Grand ouvrage;Große Bauwerke;;Grandes obras;;;;;;;;;;x
RULE_WONDERS_HISTORICAL;Historical Great Works;Grands ouvrages historiques;Historische Große Bauwerke;;Grandes obras históricas;;;;;;;;x
RULE_WONDERS_HISTORICAL_OFF;No historical Great Works will exist.;Aucun grand ouvrage historique n'existe.;Es existieren keine historischen Großen Bauwerke.;;No existirán grandes obras históricas.;;;;;;;;;;x
RULE_WONDERS_HISTORICAL_ON;Historical Great Works will exist.;Les grands ouvrages historiques existent.;Historische Große Bauwerke existieren.;;Existirán grandes obras históricas.;;;;;;;;;;x
RULE_WONDERS_HISTORICAL_RESTRICTIVE;Historical Great Works will exist, but rulers are not allowed to change them in any way.;Les grands ouvrages historiques existent, mais les dirigeants ne sont en aucun cas autorisés à les modifier.;Historische Große Bauwerke existieren, aber Herrscher dürfen sie in keiner Weise ändern.;;Existirán grandes obras históricas, pero los gobernantes no pueden cambiarlas de ningún modo.;;;;;;;;;x
RULE_WONDERS_OFF;Rulers are NOT allowed to construct Great Works.;Les dirigeants ne sont pas autorisés à construire de grands ouvrages.;Herrscher können KEINE Große Bauwerke errichten.;;Los gobernantes NO pueden construir grandes obras;;;;;;;;;;x
RULE_WONDERS_ON;Rulers are allowed to construct Great Works.;Les dirigeants sont autorisés à construire de grands ouvrages.;Herrscher können Große Bauwerke errichten.;;Los gobernantes pueden construir grandes obras;;;;;;;;;;x

# Unused
RULE_FLANDERS_HRE_DESC;Flanders is part of the Holy Roman Empire's De Jure territory.;La Flandre appartient au territoire de jure du Saint-Empire.;Flandern ist Teil des De-jure-Gebiets des Heiligen Römischen Reichs.;;Durante el juego pueden aparecer eventos que se pueden interpretar como sobrenaturales.;;;;;;;;;x
