monastic_order_benedictine;[GetBenedictineSocietyName];[GetBenedictineSocietyName];[GetBenedictineSocietyName];;;;;;;;;;;x
quest_hermetics_infiltrate_laboratory_tooltip;Your colleague will bring you to the laboratory of §Y[FromFrom.GetTitledFirstName]§!. If you manage to steal or destroy anything and get away unnoticed, the mission is completed.;Votre collègue vous amènera au laboratoire [FromFrom.Get_du_TitledFirstNameJ]. Si vous parvenez à voler ou détruire quoi que ce soit et à partir incognito, la mission sera réussie.;Euer Kollege wird Euch ins Labor von §Y[FromFrom.GetTitledFirstName]§! bringen. Wenn Ihr es schafft, etwas zu stehlen oder zu zerstören, ohne dass man Euch bemerkt, ist die Mission abgeschlossen.;;Tu colega te llevará al laboratorio de §Y[FromFrom.GetTitledFirstName]§!. Si logras robar o destruir cualquier cosa y huir sin que te descubran, completarás la misión.;;;;;;;;;x
quest_hermetics_observe_sky;Observe Sky;Observer le ciel;Firmament beobachten;;Observar el cielo;;;;;;;;;x
quest_hermetics_observe_sky_desc;One cannot fully understand our place in the cosmos if one does not see to the stars. It is said that the stars contain the truth of all things past and all things to come – by solving their riddles, one could predict anything.;On ne peut pas comprendre pleinement notre place dans le cosmos si on ne regarde pas les étoiles. On dit que les étoiles contiennent la vérité de toutes choses passées et de toutes choses à venir – en résolvant leurs énigmes, on pourrait prédire n'importe quoi.;Man kann unseren Platz im Kosmos nicht vollständig verstehen, wenn man nicht zu den Sternen hinaufschaut. Es heißt, dass in den Sternen die Wahrheit über alle vergangenen und zukünftigen Dinge ruhe, und wem es gelänge, ihre Rätsel zu lösen, könne alles vorhersagen.;;No se puede llegar a comprender nuestro lugar en el cosmos sin estudiar las estrellas. Se dice que las estrellas contienen la verdad de todas las cosas pasadas y futuras. Si se resuelven sus acertijos, podríamos predecir cualquier cosa.;;;;;;;;;x
quest_hermetics_observe_sky_tooltip;To complete this mission you have to carefully study the sky and solve the puzzles that connect the physical world with the astral one.;Pour accomplir cette mission, vous devez étudier soigneusement le ciel et résoudre les énigmes qui relient monde physique et monde astral.;Um diese Mission abzuschließen, müsst Ihr sorgsam das Firmament studieren und die Rätsel lösen, die die physische Welt und die astrale Welt miteinander verbinden.;;Para completar esta misión debes estudiar el cielo concienzudamente y resolver los misterios que conectan el mundo físico con el mundo astral.;;;;;;;;;x
quest_indian_monastic_order_pilgrimage;Go on a Pilgrimage;Partir en pèlerinage;Auf Pilgerreise gehen;;Ir de peregrinación;;;;;;;;;x
quest_indian_monastic_order_pilgrimage_desc;You must perform a holy pilgrimage to cleanse yourself and to strive to enlightenment.;Vous devez accomplir un pèlerinage pour vous purifier et essayer d'obtenir l'illumination.;Ihr müsst auf eine Pilgerreise gehen, um Euch zu reinigen, und nach Erleuchtung suchen.;;Debes realizar una peregrinación para purificarte y alcanzar la iluminación.;;;;;;;;;x
quest_indian_monastic_order_pilgrimage_tooltip;To complete this mission, activate the decision §Y'Go on Pilgrimage'§! in the Intrigue menu and successfully complete a pilgrimage to one a holy site.;Pour achever cette mission, prenez la décision §Y'Partir en pèlerinage'§! et effectuez-le dans un lieu sacré.;Um diese Mission abzuschließen, aktiviert die Entscheidung §Y"Auf Pilgerreise gehen"§! im Intrigenmenü und vollendet eine Pilgerreise zu einer heiligen Stätte.;;Para completar esta misión, activa la decisión §YIr de peregrinación§! en el menú Intriga y completa la peregrinación hasta un lugar sagrado.;;;;;;;;;x
quest_monastic_order_donate_to_charity;Donate to Charity;Faire la charité;Einer Wohltätigkeitsorganisation spenden;;Donar dinero a la caridad;;;;;;;;;x
quest_monastic_order_donate_to_charity_desc;An important function of [Root.Society.GetName] is helping those in need. Our ability to perform charity is entirely dependent upon donations from the wealthy. As a powerful ruler you are expected to contribute to this cause.;Un rôle important [Root.Get_du_Society] est d'aider ceux dans le besoin. Notre capacité à faire la charité dépend entièrement des dons de la part des riches. En tant que puissant[Root.Get_E] souverain[Root.Get_E], nous attendons de vous une contribution à la cause.;Eine wichtige Aufgabe des "[Root.Society.GetName]"-Zirkels ist es, anderen in Not zu helfen. Unsere Fähigkeit, anderen gegenüber Gutes zu tun, ist abhängig von den Spenden der Wohlhabenden. Als mächtiger Herrscher wird von Euch erwartet, etwas zu diesem Zweck beizutragen.;;Una de las principales misiones de [Root.Society.GetName] es ayudar a los necesitados. Nuestra capacidad de hacer obras de caridad depende de los donativos de los ricos. Como gobernante poderos[Root.GetOA], se espera que contribuyas a la causa.;;;;;;;;;x
quest_monastic_order_donate_to_charity_tooltip;To complete this mission, select §Y'Donate to Charity'§!.;Pour achever cette mission, sélectionnez '§YFaire la charité§!';Wählt zum Abschließen dieser Mission "§YEiner Wohltätigkeitsorganisation spenden§!" aus.;;Para completar esta misión, selecciona §YDonar dinero a la caridad§!.;;;;;;;;;x
quest_monastic_order_meditation;Secluded Meditation;Se reclure pour méditer;Abgeschiedene Meditation;;Meditación en reclusión;;;;;;;;;x
quest_monastic_order_meditation_desc;To bring yourself closer to the divine and the final freedom, you are to seclude yourself to meditate. Spend your days reading [Root.Religion.GetScriptureName], saying mantras and contemplating your actions and the universe. During this time, you must live simply and restrict your access to the outside world.;Pour vous rapprocher du divin et de la délivrance ultime, vous devez vous reclure pour méditer. Passez vos jours à lire [Root.Get_le_Scripture], dire des mantras et réfléchir à vos actions et à l'univers. Vous devez vivre simplement et restreindre vos contacts avec le monde extérieur.;Um dem Göttlichen und somit der endgültigen Freiheit näherzukommen, müsst Ihr Euch zurückziehen und meditieren. Verbringt Eure Tage damit, "[Root.Religion.GetScriptureName]" zu lesen, Mantras zu sprechen und über Eure Taten sowie das Universum nachzudenken. Während dieser Zeit müsst Ihr ein einfaches Leben bestreiten und Euren Zugang zur Außenwelt einschränken.;;Debes recluirte y meditar para acercarte a la divinidad y a la libertad última. Dedica días a leer las sagradas escrituras, a repetir mantras y a reflexionar sobre tus actos y sobre el universo. Durante este periodo, deberás llevar una vida austera y limitar todo contacto con el mundo exterior.;;;;;;;;;x
quest_monastic_order_meditation_tooltip;To complete this mission, select §Y'Begin Secluded Meditation'§! in the Intrigue Menu and successfully complete your holy seclusion.;Pour réussir cette mission, activez la décision §Y'Se reclure pour méditer'§! dans le menu 'Intrigue' et menez à bien la sainte réclusion.;Um diese Mission abzuschließen, wählt "§YAbgeschiedene Meditation beginnen§!" im Intrigenmenü und vollendet Eure Zeit in heiliger Abgeschiedenheit.;;Para completar esta misión, selecciona §YIniciar la meditación en reclusión§! en el menú Intriga y completa la reclusión espiritual.;;;;;;;;;x
quest_monastic_order_penance;Secluded Penance;Se reclure pour faire pénitence;Abgeschiedene Buße;;Penitencia en reclusión;;;;;;;;;x
quest_monastic_order_penance_tooltip;To complete this mission, select §Y'Do Penance'§! in the Intrigue Menu and successfully complete your holy seclusion.;Pour réussir cette mission, activez la décision §Y'Faire pénitence'§! dans le menu 'Intrigue' et menez à bien la sainte réclusion.;Um diese Mission abzuschließen, wählt "§YBuße tun§!" im Intrigenmenü und vollendet Eure Zeit in heiliger Abgeschiedenheit.;;Para completar esta misión, selecciona §YHacer penitencia§! en el menú Intriga y completa la reclusión espiritual.;;;;;;;;;x
quest_monastic_order_penance_desc;To bring yourself closer to [Root.Religion.GetHighGodName] and repent for your sins, you are to seclude yourself to do penance. Spend your days reading [Root.Religion.GetScriptureName], praying to [Root.Religion.GetHighGodName] and contemplating your life and actions. During this time, you must live simply and restrict your access to the outside world.;Pour vous rapprocher [Root.Get_du_HighGod] et vous repentir de vos péchés, vous devez vous reclure pour faire pénitence. Passez vos jours à lire [Root.Get_le_Scripture], prier [Root.Get_le_HighGod] et réfléchir à votre vie et vos actions. Vous devez vivre simplement et restreindre vos contacts avec le monde extérieur.;Um näher an [Root.Religion.GetHighGodName] zu kommen und Eure Sünden zu bereuen, müsst Ihr Euch in Abgeschiedenheit zurückziehen und Buße tun. Verbringt Eure Tage damit, die [Root.Religion.GetScriptureName] zu lesen, betet zu [Root.Religion.GetHighGodName] und meditiert über Euer Leben wie auch über Eure Taten. Während dieser Zeit müsst Ihr ein einfaches Leben bestreiten und Euren Zugang zur Außenwelt einschränken.;;Para acercarte a [Root.Religion.GetHighGodName] y arrepentirte de tus pecados, piensas recluirte y hacer penitencia. Pasar días leyendo [Root.Religion.GetScriptureName], rezando a [Root.Religion.GetHighGodName] y reflexionando sobre tu vida y acciones. Durante en este tiempo debes vivir con frugalidad y restringir el acceso al mundo exterior.;;;;;;;;;x
quest_monastic_order_pilgrimage_christian;Go on a Pilgrimage;Partir en pèlerinage;Auf Pilgerreise gehen;;Ir de peregrinación;;;;;;;;;x
quest_monastic_order_pilgrimage_christian_desc;You must perform a holy pilgrimage to atone for your sins and to reflect upon the greatness of God. This spiritual journey will help you reflect upon yourself and increase your standing with the order.;Vous devez accomplir un pèlerinage pour expier vos péchés et méditer sur la grandeur de Dieu. Ce voyage spirituel vous aidera à réfléchir sur vous-même et à augmenter votre réputation auprès de l'Ordre.;Ihr müsst eine heilige Pilgerreise antreten, um für Eure Sünden Buße zu tun und über die Größe Gottes zu meditieren. Diese spirituelle Reise wird Euch helfen, über Euch selbst nachzudenken und wird Euren Einfluss beim Orden erhöhen. ;;Debes realizar una peregrinación para expiar tus pecados y para reflexionar acerca de la grandeza de Dios. El viaje espiritual te permitirá conocerte mejor y mejorar tu posición en la orden. ;;;;;;;;;x
quest_monastic_order_pilgrimage_christian_tooltip;To complete this mission, activate the decision §Y'Go on a Pilgrimage'§! in the Intrigue menu and successfully complete a pilgrimage to one of the holy cities of Christianity.;Pour achever cette mission, prenez la décision §Y'Partir en pèlerinage'§! et effectuez-le dans un lieu sacré de la chrétienté.;Um diese Mission abzuschließen, aktiviert die Entscheidung §Y"Auf Pilgerreise gehen"§! im Intrigenmenü und vollendet eine Pilgerreise zu einer der heiligen Städte des Christentums.;;Para completar esta misión, activa la decisión §YIr de peregrinación§! en el menú Intriga y completa la peregrinación hasta una de las ciudades sagradas del cristianismo.;;;;;;;;;x
quest_monastic_order_theology_focus;Pick the Theology Focus;Choisir comme intérêt la théologie;Theologiefokus wählen;;Elegir enfoque de la teología;;;;;;;;;x
quest_monastic_order_theology_focus_desc;Even though a member of [Root.Society.GetName] always keeps their spiritual development in mind, no matter where they go and what they do, there is a time in all of our lives where these matters become even more crucial. It is time for you to focus on theology.;Même si un membre [Root.Get_du_Society] garde toujours à l'esprit son développement spirituel, peu importe où il va et ce qu'il fait, il y a un moment dans nos vies où ces choses deviennent encore plus cruciales. Il est temps pour vous de vous intéresser à la théologie.;Auch wenn ein Mitglied des "[Root.Society.GetName]"-Zirkels die spirituelle Entwicklung nie außer Acht lässt, kommt, egal wohin man geht oder was man tut, irgendwann eine Zeit in unserem Leben, in der diese Dinge noch bedeutsamer werden. Es ist für Euch an der Zeit, Euch auf die Theologie zu konzentrieren.;;Los miembros de [Root.Society.GetName] siempre tienen en cuenta su desarrollo espiritual. Independientemente de las circunstancias, siempre llega un momento en la vida en que estos asuntos adquieren una importancia crucial. Ha llegado el momento de concentrarte en la teología.;;;;;;;;;x
quest_monastic_order_theology_focus_tooltip;To complete this mission, pick the §Y'Theology'§! focus in the Character screen.;Pour réussir cette mission, choisissez l'intérêt §Y'Théologie'§!.;Um diese Mission abzuschließen, wählt den "§YTheologie§!"-Fokus im Charaktermenü.;;Para completar esta misión, selecciona el enfoque §YTeología§! en la pantalla de personaje.;;;;;;;;;x
quest_secret_religions_conduct_secret_ceremony;Conduct Secret Ceremony;Conduire une cérémonie secrète;Geheime Zeremonie abhalten;;Llevar a cabo una ceremonia secreta;;;;;;;;;x
quest_secret_religions_conduct_secret_ceremony_allow_tt;Has NOT recently attempted this;N'a pas tenté ceci récemment;Hat dies in letzter Zeit NICHT versucht;;No ha intentado hacer esto recientemente.;;;;;;;;;x
quest_secret_religions_conduct_secret_ceremony_desc;To complete this mission you need to §Gright-click§! your own portrait and choose §YPrepare Secret Ceremony§!.;Pour achever cette mission, faites un clic droit sur votre propre portrait et choisissez '§YPréparer une cérémonie secrète§!'.;Um diese Mission abzuschließen, müsst Ihr auf Euer eigenes Porträt rechtsklicken und §YGeheime Zeremonie vorbereiten§! wählen.;;Para completar esta misión, debes hacer clic con el botón secundario en tu retrato y elegir §YPreparar ceremonia secreta§!.;;;;;;;;;x
quest_secret_religions_societies_blend_in;Blend In;Se fondre;Integrieren;;Mezclarse;;;;;;;;;x
quest_secret_religions_societies_blend_in_allow_tt;Has not recently attempted this mission;N'a pas récemment tenté cette mission;Hat in letzter Zeit nicht versucht, diese Mission abzuschließen;;No ha intentado esta misión recientemente.;;;;;;;;;x
quest_secret_religions_societies_blend_in_desc;It is a challenge to maintain a falsely professed faith at the best of time, but those who would not understand you are more suspicious than ever. You must show them beyond any shadow of a doubt that you believe what you have told them.;C'est un défi de maintenir une foi faussement professée dans le meilleur des cas, et ceux qui ne vous comprennent pas sont plus suspects que jamais. Vous devez leur montrer que vous pensez ce que vous leur avez dit.;Selbst in den besten Zeiten ist es schwer, einen vorgetäuschten Glauben aufrechtzuerhalten, doch jene, die Euch nicht verstehen würden, sind argwöhnischer als je zuvor. Ihr müsst ihnen über jeden Schatten eines Zweifels erhaben beweisen, dass Ihr das glaubt, was Ihr ihnen gesagt habt.;;Es muy difícil mantener una fe profesada en falso, pero aquellos que no lo comprenderían sospechan de ti más que nunca. Debes demostrarles, sin ningún atisbo de duda, que crees en lo que les has dicho.;;;;;;;;;x
quest_secret_religions_societies_blend_in_tooltip;Take the decision to Blend In to start your attempt. Successfully convincing those around you that you are a believer of their faith will complete the mission.;Prenez la décision de se fondre pour commencer votre tentative. Convaincre avec succès ceux qui vous entourent que vous êtes un[Root.Get_E] croyant[Root.Get_E] de leur foi permettra de compléter la mission.;Trefft die Entscheidung "Integrieren", um mit Eurem Versuch zu beginnen. Die Euch umgebenden Menschen davon zu überzeugen, dass Ihr ein Anhänger ihres Glaubens seid, wird die Mission zum Abschluss bringen.;;Para intentarlo, decide si quieres usar Mezclarse. Si logras convencer a aquellos a tu alrededor de que crees en su fe, completarás la misión.;;;;;;;;;x
quest_secret_religions_societies_prepare_grounds;Prepare Ground in [FromFrom.GetName];Préparer le terrain en [FromFrom.GetName];Bereitet Eurem Glauben den Boden in [FromFrom.GetName];;Preparar el terreno en [FromFrom.GetName];;;;;;;;;x
quest_secret_religions_societies_prepare_grounds_desc;To build the strength of our faith, you must spread the word of [Root.SecretReligion.GetScriptureName] as far as it can reach. There is fertile ground within the realm where people seem open to new ideas. Found a community there, and see it blossom.;Pour renforcer l'influence de notre foi, vous devez répandre les messages [Root.Get_du_ScriptureSecret] partout où c'est possible. Il y a une terre propice dans le Royaume où les gens semblent ouverts à de nouvelles idées. Fondez-y une communauté, et regardez-la fleurir.;Um die Stärke unseres Glaubens zu mehren, müsst Ihr die Worte der heiligen Schrift "[Root.SecretReligion.GetScriptureName]" so weit wie möglich verbreiten. Innerhalb des Reichs gibt es fruchtbaren Boden, wo Menschen neuen Ideen gegenüber aufgeschlossen sind. Gründet dort eine Gemeinde und sorgt dafür, dass sie gedeiht.;;Para fortalecer nuestra fe, debes extender la palabra de [Root.SecretReligion.GetScriptureName] lo más lejos posible. Hay una tierra fértil en el reino en que la gente parece abrirse a nuevas ideas. Funda una comunidad allí y hazla crecer.;;;;;;;;;x
quest_secret_religions_societies_prepare_grounds_tooltip;Use the Prepare Ground power in the province by right-clicking the county shield. This will start your attempt to found a community of believers there. Successfully building a community will complete the mission.;Préparez le terrain en faisant un clic droit sur le blason du comté, ce qui démarrera votre tentative d'y fonder une communauté de croyants. La réussir complétera la mission.;Verwendet in der Provinz die Macht "Dem Glauben den Boden bereiten", indem Ihr auf das Schild der Grafschaft rechtsklickt. Dadurch wird Euer Versuch gestartet, dort eine Gemeinde von Gläubigen zu gründen. Der erfolgreiche Aufbau einer Gemeinde wird Eure Mission zum Abschluss bringen.;;Para usar Preparar el terreno en la provincia, haz clic con el botón secundario sobre el escudo del condado. Esto intentará fundar una comunidad de creyentes allí. Si logras crear una comunidad, completarás la misión.;;;;;;;;;x
quest_secret_religious_societies_induct_ruler;Induct [FromFrom.GetTitledFirstName] to the True Faith;Amener [FromFrom.Get_le_TitledFirstName] à la vraie foi;[FromFrom.GetTitledFirstName] zum wahren Glauben bekehren;;Iniciar a [FromFrom.GetTitledFirstName] en la verdadera fe;;;;;;;;;x
quest_secret_religious_societies_induct_ruler_desc;We believe that the [FromFrom.GetTitle] of [FromFrom.PrimaryTitle.GetName], [FromFrom.GetDynName], could be turned into a supporter of our cause. It is your mission to secretly convert [FromFrom.GetTitledFirstName] to the [Root.TrueReligion.GetName] faith.;Nous croyons que [FromFrom.Get_only_le_Title][FromFrom.GetTitle] [FromFrom.PrimaryTitle.Get_du_Realm], [FromFrom.GetDynName], pourrait devenir un soutien à notre cause. Votre mission consiste à convertir secrètement [FromFrom.Get_le_TitledFirstName] à la foi [Root.TrueReligion.GetName].;Wir glauben, dass [FromFrom.Getderdie] [FromFrom.GetTitle] von [FromFrom.PrimaryTitle.GetName] aus dem Hause [FromFrom.GetDynName] zu einem Förderer unserer Sache gemacht werden kann. Wir erteilen Euch die Aufgabe, [FromFrom.GetTitledFirstName] heimlich zu einem Anhänger unseres [Root.TrueReligion.GetName]en Glaubens zu bekehren.;;Creemos que el/la [FromFrom.GetTitle] de [FromFrom.PrimaryTitle.GetName], [FromFrom.GetDynName], podría aliarse con nuestra causa. Tu misión es convertir en secreto a [FromFrom.GetTitledFirstName] al credo [Root.TrueReligion.GetName].;;;;;;;;;x
quest_secret_religious_societies_induct_ruler_tooltip;To complete this mission, §Gright-click§! on the portrait of §Y[FromFrom.GetTitledFirstName]§!, select §Y'Induct Into the [Root.TrueReligion.GetName] Faith'§! and successfully make [FromFrom.GetHerHim] a secret believer of the [Root.TrueReligion.GetName] faith. If §Y[FromFrom.GetTitledFirstName]§! does not currently have the §YSympathy for [Root.GetTrueReligionGroupPersons]§! trait, §Y'Evoke Sympathy for [Root.GetTrueReligionGroupPersons]'§! must be selected and successfully completed first.\n;Pour achever cette mission, clic droit sur le portrait [FromFrom.Get_du_TitledFirstNameJ], sélectionnez '§YIntroduire à la foi [Root.TrueReligion.GetName]§!' et réussissez à en faire un[FromFrom.Get_E] croyant[FromFrom.Get_E] en secret de la foi [Root.TrueReligion.GetName]. Si [FromFrom.Get_le_TitledFirstNameJ] n'a pas actuellement le trait '§YSympathie pour les [Root.GetTrueReligionGroupPersons]§!', dans un premier temps §Y'Susciter la sympathie pour les [Root.GetTrueReligionGroupPersons]'§! doit être sélectionné et réussi.\n;Rechtsklickt zum Abschließen dieser Mission auf das Porträt von §Y[FromFrom.GetTitledFirstName]§!, wählt §Y"Zum [Root.TrueReligion.GetName]en Glauben bekehren"§! aus und macht [FromFrom.GetFirstName] mit Erfolg zu einem heimlichen Anhänger des [Root.TrueReligion.GetName]en Glaubens. Falls §Y[FromFrom.GetTitledFirstName]§! derzeit keine §YSympathie für [Root.GetTrueReligionGroupPersons]§! hegt, müsst Ihr zuerst §Y"Sympathie für [Root.GetTrueReligionGroupPersons] erwecken"§! auswählen und erfolgreich abschließen.\n;;"Para completar esta misión, haz clic con el botón secundario en el retrato de §Y[FromFrom.GetTitledFirstName]§!, selecciona §Y"Iniciar en el credo [Root.TrueReligion.GetName]"§! para que pase a practicar en secreto dicha confesión. Si §Y[FromFrom.GetTitledFirstName]§! no tiene en estos momentos el rasgo §Ysimpatía por los [Root.GetTrueReligionGroupPersons]§!, debes seleccionar §Y"Despertar simpatía por los [Root.GetTrueReligionGroupPersons]"§! y completarlo con éxito primero.\n";;;;;;;;;x
quest_secret_religious_societies_sympathy_ruler;Evoke the Sympathy of [FromFrom.GetTitledFirstName];Susciter la sympathie [FromFrom.Get_du_TitledFirstName];Die Sympathie von [FromFrom.GetTitledFirstName] erwecken;;Despertar la simpatía de [FromFrom.GetTitledFirstName];;;;;;;;;x
quest_secret_religious_societies_sympathy_ruler_desc;The first step towards liberation as well as the religious conversion of lost souls is spreading sympathy for the [Root.TrueReligion.GetName] faith. Approach [FromFrom.GetTitledFirstName] and turn [FromFrom.GetHerHim] into a supporter of our cause.;La première étape vers la libération, ainsi que la conversion religieuse des âmes égarées, est de répandre la sympathie pour la foi [Root.TrueReligion.GetName]. Approchez [FromFrom.Get_le_TitledFirstName] et faites-en un soutien à notre cause.;Der erste Schritt zur Befreiung und zur Bekehrung verlorener Seelen besteht darin, Sympathie für unseren [Root.TrueReligion.GetName]en Glauben zu säen. Sprecht [FromFrom.GetTitledFirstName] an und macht [FromFrom.GetFirstName] zu einem Förderer unserer Sache.;;El primer paso hacia la liberación y la conversión religiosa de almas perdidas es extender la simpatía por la fe [Root.TrueReligion.GetName]. Acércate a [FromFrom.GetTitledFirstName] y logra que se una a nuestra causa.;;;;;;;;;x
quest_secret_religious_societies_sympathy_ruler_fallback;Evoke the Sympathy of a Ruler;;Gewinne die Sympathie eines Herrschers;;;;;;;;;;;x
quest_secret_religious_societies_sympathy_ruler_tooltip;To complete this mission, §Gright-click§! on the portrait of §Y[FromFrom.GetTitledFirstName]§!, select §Y'Evoke Sympathy for [FromFrom.GetTrueReligionGroupPersons]'§! and successfully make them a supporter of the [Root.TrueReligion.GetName] faith.\n;Pour achever cette mission, faites un clic doit sur le portrait [FromFrom.Get_du_TitledFirstNameJ], sélectionnez §Y'Susciter la sympathie pour les [FromFrom.GetTrueReligionGroupPersons]'§! et faites-en un soutien de la foi [Root.TrueReligion.GetName].\n;Rechtsklickt zum Abschließen dieser Mission auf das Porträt von §Y[FromFrom.GetTitledFirstName]§!, wählt §Y"Sympathie für [FromFrom.GetTrueReligionGroupPersons] erwecken"§! aus und macht [FromFrom.GetFirstName] mit Erfolg zu einem Förderer des [Root.TrueReligion.GetName]en Glaubens.\n;;"Para completar esta misión, haz clic con el botón secundario en el retrato de §Y[FromFrom.GetTitledFirstName]§!, selecciona §Y"Despertar simpatía por los [FromFrom.GetTrueReligionGroupPersons]"§! y logra que se alíe con el credo [Root.TrueReligion.GetName].\n";;;;;;;;;x
quest_the_assassins_assassination;Assassinate [FromFrom.GetTitledFirstName];Assassiner [FromFrom.Get_le_TitledFirstName];Tötet [FromFrom.GetTitledFirstName];;Asesinar a [FromFrom.GetTitledFirstName];;;;;;;;;x
quest_the_assassins_assassination_desc;The Assassins prefer to intimidate their enemies into submission, but a threat is not threatening without any actual weight behind it. Therefore the Order assassinate their biggest enemies publicly to strike fear in the hearts of anyone who dare oppose them. Your mission is to assassinate §Y[FromFrom.GetTitledFirstName]§!, a punishment for [FromFrom.GetHerHis] crimes against the Order and the True Faith.;Les Assassins préfèrent intimider leurs ennemis pour les soumettre, mais une menace efficace est une menace réelle. En conséquence, l'Ordre assassine leurs principaux ennemis publiquement afin de semer la terreur chez ceux qui osent s'opposer à eux. Votre mission est d'assassiner [FromFrom.Get_le_TitledFirstNameJ], un châtiment pour ses crimes contre l'Ordre et la vraie foi.;Die Assassinen ziehen es vor, ihre Feinde einzuschüchtern, um sie gefügig zu machen, aber eine Drohung ohne Biss ist nichts wert. Deshalb tötet der Orden seine größten Feinde in aller Öffentlichkeit, um so Angst im Herzen eines jeden zu schüren, der es wagt, sich ihm entgegenzustellen. Eure Mission ist es, §Y[FromFrom.GetTitledFirstName]§! zu töten – als Strafe für [FromFrom.GetHerHis]e Verbrechen gegen den Orden und den wahren Glauben.;;A los Asesinos les gusta intimidar a sus enemigos para someterlos, pero una amenaza no tiene efecto si quien la profiere no es capaz de llevarla a cabo. La orden siempre mata en público a sus mayores enemigos para amedrentar a posibles rivales. Tu misión consiste en asesinar a §Y[FromFrom.GetTitledFirstName]§! como castigo por sus crímenes contra la orden y la verdadera fe.;;;;;;;;;x
quest_the_assassins_assassination_tooltip;To complete this mission, §Y[Root.GetTitledFirstName]§! must successfully complete a murder plot against [Root.GetHerHis] target, §Y[FromFrom.GetTitledFirstName]§!. To initiate the plot, select the diplomatic action §Y'Plot to Kill'§! by right-clicking on the portrait of §Y[FromFrom.GetTitledFirstName]§!.;Pour réussir cette mission, [Root.Get_le_TitledFirstNameJ] doit mener à bien un complot meurtrier contre sa cible, [FromFrom.Get_le_TitledFirstNameJ]. Pour initier le complot, sélectionnez l'action diplomatique §Y'Comploter pour tuer'§! par un clic droit sur le portrait [FromFrom.Get_du_TitledFirstNameJ].;Um diese Mission abzuschließen, muss §Y[Root.GetTitledFirstName]§! eine Mordverschwörung gegen [Root.GetHerHis] Ziel (§Y[FromFrom.GetTitledFirstName]§!) zu Ende bringen. Um die Verschwörung zu starten, wählt die diplomatische Aktion "§YVerschwörung zur Ermordung§!", indem Ihr auf das Porträt von §Y[FromFrom.GetTitledFirstName]§! rechtsklickt.;;Para completar esta misión, §Y[Root.GetTitledFirstName]§! debe llevar a cabo un complot de asesinato contra su objetivo, §Y[FromFrom.GetTitledFirstName]§!. Para iniciar el complot, haz clic con el botón secundario en el retrato de §Y[FromFrom.GetTitledFirstName]§! y selecciona la acción diplomática §YComplot para matar§!.;;;;;;;;;x
quest_the_assassins_collect_debt;Collect Debt From [FromFrom.GetTitledFirstName];Récupérer la dette [FromFrom.Get_du_TitledFirstName];Schulden von [FromFrom.GetTitledFirstName] eintreiben;;Cobrarle la deuda a [FromFrom.GetTitledFirstName];;;;;;;;;x
quest_the_assassins_collect_debt_desc;§Y[FromFrom.GetTitledFirstName]§! borrowed a significant amount of gold from the Order. When it was time to pay it back, [FromFrom.GetSheHe] refused. It is your mission to scare §Y[FromFrom.GetTitledFirstName]§! to the point where [FromFrom.GetSheHe] will beg the Order to accept [FromFrom.GetHerHis] money.;[FromFrom.Get_Le_TitledFirstNameJ] a emprunté un montant substantiel d'or à l'Ordre. Au moment de devoir rembourser la somme, [FromFrom.GetIlElle] a refusé. Votre mission consiste à l'effrayer tellement qu'[FromFrom.GetIlElle] suppliera l'Ordre d'accepter son argent.;§Y[FromFrom.GetTitledFirstName]§! hat eine beachtliche Summe Gold vom Orden geliehen. Als es Zeit wurde, sie zurückzuzahlen, weigerte [FromFrom.GetSheHe] sich. Eure Mission ist es, §Y[FromFrom.GetTitledFirstName]§! so viel Angst zu machen, dass [FromFrom.GetSheHe] den Orden anflehen wird, das Geld zurückzunehmen.;;§Y[FromFrom.GetTitledFirstName]§! tomó prestada una cantidad considerable de oro de la orden. Cuando llegó el momento de devolverlo, se negó en redondo. Tu misión consiste en intimidar a §Y[FromFrom.GetTitledFirstName]§! hasta que suplique a la orden que le dejen pagar la deuda.;;;;;;;;;x
quest_the_assassins_collect_debt_tooltip;To complete this mission, §Y[Root.GetTitledFirstName]§! must successfully complete a debt collection plot against [Root.GetHerHis] target, §Y[FromFrom.GetTitledFirstName]§!. To initiate the plot, select §Y'Collect Debt from [FromFrom.GetFirstName]'§! in the Intrigue menu.;Pour réussir cette mission, [Root.Get_le_TitledFirstNameJ] doit mener à bien un complot de récupération de la dette contre sa cible, [FromFrom.Get_le_TitledFirstNameJ]. Pour initier le complot, sélectionnez l'action diplomatique §Y'Récupérer la dette de [FromFrom.GetFirstName]'§! dans menu 'Intrigue'.;Um diese Mission abzuschließen, muss §Y[Root.GetTitledFirstName]§! eine Schuldeneintreibungsverschwörung gegen [Root.GetHerHis] Ziel (§Y[FromFrom.GetTitledFirstName]§!) zu Ende bringen. Um die Verschwörung zu starten, wählt "§YSchulden von [FromFrom.GetFirstName] eintreiben§!" im Intrigenmenü.;;Para completar esta misión, §Y[Root.GetTitledFirstName]§! debe llevar a cabo un complot de cobro de deuda contra su objetivo, §Y[FromFrom.GetTitledFirstName]§!. Para iniciar el complot, selecciona §YCobrarle la deuda a [FromFrom.GetFirstName]§! en el menú Intriga.;;;;;;;;;x
